file_name,gloss,dialect,num_frames,recording_group,group_size,min_diff_to_group
W00867.mp4,cơ bắp,-,129,RG00970,1,
W00868B.mp4,cơ hội,B,84,RG00971,1,
W00868N.mp4,cơ hội,N,86,RG00972,2,0.237
W00868T.mp4,cơ hội,T,86,RG00972,2,0.237
W00870.mp4,cơ quan,-,99,RG00973,1,
W00871.mp4,cơ sở,-,89,RG00974,1,
W00872.mp4,cơ thể,-,104,RG00975,1,
W00884.mp4,cơm,-,93,RG00976,1,
W00885B.mp4,cơm bình dân,B,98,RG00977,1,
W00885N.mp4,cơm bình dân,N,124,RG00978,1,
W00885T.mp4,cơm bình dân,T,102,RG00979,1,
W00877.mp4,cơm hộp,-,107,RG00980,1,
D0091.mp4,cơm rang,-,136,RG00981,1,
W00932.mp4,cưa,-,104,RG00982,1,
W00931.mp4,cưa (cái cưa),-,90,RG00983,1,
W00943B.mp4,cướp,B,90,RG00984,1,
W00943N.mp4,cướp,N,99,RG00985,2,0.28
W00943T.mp4,cướp,T,99,RG00985,2,0.28
W00944.mp4,cướp biển,-,105,RG00986,1,
W00945.mp4,cướp cờ,-,99,RG00987,1,
W00946.mp4,cướp giật,-,88,RG00988,1,
D0022.mp4,cười nhếch mép,-,93,RG00989,1,
D0023.mp4,cười vỡ bụng,-,117,RG00990,1,
W00941.mp4,cưỡi ngựa,-,147,RG00991,1,
W00411.mp4,cạnh,-,136,RG00992,1,
W00412.mp4,cạnh bên (toán),-,148,RG00993,1,
D0466.mp4,cạnh tranh,-,120,RG00994,1,
W00413.mp4,cạnh đáy,-,149,RG00995,1,
W00414.mp4,cạnh đối diện,-,152,RG00996,1,
D0372.mp4,cả ngày,-,111,RG00997,1,
D0319.mp4,cảng Hải Phòng,-,85,RG00998,1,
D0320.mp4,cảng Sài Gòn,-,125,RG00999,1,
D0254.mp4,cảnh giác,-,167,RG01000,1,
W00409.mp4,cảnh vật,-,155,RG01001,1,
W00432.mp4,cấp cứu,-,117,RG01002,1,
W00433.mp4,cấp dưỡng,-,133,RG01003,1,
W00434.mp4,cất giấu,-,133,RG01004,1,
W00435.mp4,cất giữ,-,110,RG01005,1,
W00436.mp4,cất tiếng khóc,-,105,RG01006,1,
W00437.mp4,cất tiếng nói,-,158,RG01007,1,
W00479.mp4,cấy,-,105,RG01008,1,
W00480.mp4,cấy lúa,-,123,RG01009,1,
D0122B.mp4,cần không?,B,90,RG01010,1,
D0122N.mp4,cần không?,N,78,RG01011,2,0.255
D0122T.mp4,cần không?,T,78,RG01011,2,0.255
W00431.mp4,cần khởi động,-,125,RG01012,1,
W00446.mp4,cầu (cây cầu),-,262,RG01013,1,
W01831.mp4,cầu Long Biên,-,91,RG01014,1,
D0345.mp4,cầu Thê Húc (Hồ Gươm),-,130,RG01015,1,
W00447.mp4,cầu cứu,-,132,RG01016,1,
W00448.mp4,cầu giao,-,130,RG01017,1,
W00449.mp4,cầu kì,-,142,RG01018,1,
W00450.mp4,cầu nguyện,-,311,RG01019,1,
W03165.mp4,cầu thang,-,109,RG01020,1,
W00451.mp4,cầu thủ,-,159,RG01021,1,
W00452.mp4,cầu tre,-,315,RG01022,1,
W00454.mp4,cầu trượt,-,252,RG01023,1,
W00455.mp4,cầu vượt,-,102,RG01024,1,
D0095.mp4,cắm trại,-,120,RG01025,1,
D0276.mp4,cắt lông mũi,-,137,RG01026,1,
W00430.mp4,cắt nhau,-,130,RG01027,1,
W00428.mp4,cặp sách,-,156,RG01028,1,
W00429.mp4,cặp tóc,-,141,RG01029,1,
W00357B.mp4,cỏ,B,67,RG01030,1,
W00357N.mp4,cỏ,N,85,RG01031,2,0.216
W00357T.mp4,cỏ,T,85,RG01031,2,0.216
W00724.mp4,cỏ may,-,215,RG01032,1,
W00820B.mp4,cố gắng,B,95,RG01033,1,
W00820N.mp4,cố gắng,N,93,RG01034,2,0.241
W00820T.mp4,cố gắng,T,93,RG01034,2,0.241
W00831.mp4,cố ý (như cố tình),-,75,RG01035,1,
W00827.mp4,cố định,-,82,RG01036,1,
W00832.mp4,cốc,-,109,RG01037,1,
W00833.mp4,cối giã,-,101,RG01038,1,
W00834.mp4,cối xay gió,-,79,RG01039,1,
W00835.mp4,cối xay lúa,-,97,RG01040,1,
W00836.mp4,cốm,-,126,RG01041,1,
W00856.mp4,cống,-,132,RG01042,1,
W00859.mp4,cốp xe,-,95,RG01043,1,
W00814.mp4,cổ,-,94,RG01044,1,
W00816.mp4,cổ chân,-,120,RG01045,1,
W00818.mp4,cổ họng,-,107,RG01046,1,
W00819.mp4,cổ kính,-,197,RG01047,1,
W00822.mp4,cổ tay,-,112,RG01048,1,
W00823.mp4,cổ truyền,-,132,RG01049,1,
W00830.mp4,cổ tích,-,233,RG01050,1,
W00824.mp4,cổ vũ,-,90,RG01051,1,
W00815.mp4,cổ áo,-,94,RG01052,1,
W00817.mp4,cổ đại,-,244,RG01053,1,
W00854.mp4,cổng,-,78,RG01054,1,
W00825N.mp4,cổng trường,N,114,RG01055,2,0.275
W00825T.mp4,cổng trường,T,114,RG01055,2,0.275
W00826.mp4,cỗ,-,105,RG01056,1,
W00857B.mp4,cộng (Toán học),B,81,RG01057,2,0.245
W00857T.mp4,cộng (Toán học),T,81,RG01057,2,0.245
W00857N.mp4,cộng (Toán học),N,78,RG01058,1,
W00861.mp4,cột,-,95,RG01059,1,
W00865.mp4,cột nhà,-,102,RG01060,1,
W00866.mp4,cột sống,-,103,RG01061,1,
W00863B.mp4,cột điện,B,106,RG01062,1,
W00863N.mp4,cột điện,N,89,RG01063,2,0.235
W00863T.mp4,cột điện,T,89,RG01063,2,0.235
W00862.mp4,cột đèn,-,114,RG01064,1,
W00878.mp4,cờ,-,119,RG01065,1,
W00880.mp4,cờ ca rô,-,62,RG01066,1,
W00881.mp4,cờ tướng,-,107,RG01067,1,
W00882.mp4,cờ vua,-,101,RG01068,1,
W00883.mp4,cởi mở,-,123,RG01069,1,
W00876.mp4,cởi áo,-,99,RG01070,1,
W00910.mp4,cụ,-,90,RG01071,1,
W00912.mp4,cụ già,-,104,RG01072,1,
W00893.mp4,cụ thể,-,134,RG01073,1,
W00911.mp4,cụ đồ,-,132,RG01074,1,
W00914.mp4,cục tẩy,-,90,RG01075,1,
W00918.mp4,cụm từ,-,94,RG01076,1,
W00901.mp4,củ cà rốt,-,79,RG01077,1,
W00902.mp4,củ cải trắng,-,86,RG01078,1,
W00903.mp4,củ gừng,-,89,RG01079,1,
W00904.mp4,củ hành tây,-,115,RG01080,1,
W00890.mp4,củ khoai lang,-,110,RG01081,1,
W00905.mp4,củ khoai tây,-,109,RG01082,1,
W00906.mp4,củ nghệ,-,94,RG01083,1,
W00907.mp4,củ su hào,-,106,RG01084,1,
W00909.mp4,củ sả,-,115,RG01085,1,
W00908.mp4,củ tỏi,-,99,RG01086,1,
W00892.mp4,củ từ,-,80,RG01087,1,
W00889.mp4,củ đậu,-,98,RG01088,1,
W00916.mp4,củi,-,116,RG01089,1,
W00947.mp4,cứu,-,79,RG01090,1,
W00948.mp4,cứu hộ,-,92,RG01091,1,
D0317.mp4,cứu sống,-,93,RG01092,1,
W00929.mp4,cử chỉ điệu bộ,-,80,RG01093,1,
W00930.mp4,cử động,-,78,RG01094,1,
W00935B.mp4,cửa hàng,B,108,RG01095,2,0.223
W00935T.mp4,cửa hàng,T,108,RG01095,2,0.223
W00935N.mp4,cửa hàng,N,108,RG01096,1,
W00936.mp4,cửa khẩu,-,79,RG01097,1,
W00937.mp4,cửa kính,-,99,RG01098,1,
W00939.mp4,cửa sổ,-,86,RG01099,1,
D0101.mp4,cực khổ,-,141,RG01100,1,
D0494.mp4,d,-,88,RG01101,1,
D0347B.mp4,da ngăm (nước da ngăm đen),B,119,RG01102,1,
D0347N.mp4,da ngăm (nước da ngăm đen),N,97,RG01103,2,0.223
D0347T.mp4,da ngăm (nước da ngăm đen),T,97,RG01103,2,0.223
D0346B.mp4,da trắng,B,103,RG01104,1,
D0346N.mp4,da trắng,N,128,RG01105,2,0.252
D0346T.mp4,da trắng,T,128,RG01105,2,0.252
W00951.mp4,dai,-,86,RG01106,1,
W00963.mp4,danh bạ,-,105,RG01107,1,
W00964.mp4,danh dự,-,100,RG01108,1,
W00965.mp4,danh hiệu,-,114,RG01109,1,
W00966.mp4,danh lam thắng cảnh,-,136,RG01110,1,
W00967.mp4,danh mục,-,88,RG01111,1,
W00968.mp4,danh nhân,-,110,RG01112,1,
W00969.mp4,danh sách,-,85,RG01113,1,
W00970.mp4,danh từ,-,85,RG01114,1,
W00971.mp4,danh từ riêng,-,105,RG01115,1,
W00973.mp4,dao,-,86,RG01116,1,
W01029.mp4,di chuyển,-,59,RG01117,1,
W01032B.mp4,di truyền,B,74,RG01118,1,
W01032N.mp4,di truyền,N,83,RG01119,1,
W01032T.mp4,di truyền,T,103,RG01120,1,
W01034.mp4,diêm,-,96,RG01121,1,
W01044.mp4,diều,-,137,RG01122,1,
W01038.mp4,diễn thuyết,-,102,RG01123,1,
W01039.mp4,diện tích,-,108,RG01124,1,
W01040.mp4,diện tích toàn phần,-,94,RG01125,1,
W01041.mp4,diện tích xung quanh,-,105,RG01126,1,
W01042.mp4,diệt chủng,-,163,RG01127,1,
W01051.mp4,doanh nghiệp,-,89,RG01128,1,
W01053.mp4,doanh trại,-,95,RG01129,1,
W01062.mp4,du học,-,96,RG01130,1,
W01064.mp4,du thuyền,-,85,RG01131,1,
W01310.mp4,dung tích,-,87,RG01132,1,
D0465.mp4,duy nhất,-,141,RG01133,1,
W01070.mp4,duyên dáng,-,91,RG01134,1,
W01071.mp4,duyệt binh,-,93,RG01135,1,
W00952.mp4,dài,-,90,RG01136,1,
W00954.mp4,dài hơn,-,97,RG01137,1,
W00953.mp4,dài hạn,-,105,RG01138,1,
W00955.mp4,dài nhất,-,116,RG01139,1,
W00959.mp4,dàn bài,-,107,RG01140,1,
W00960.mp4,dàn nhạc,-,85,RG01141,1,
D0209B.mp4,dám làm,B,80,RG01142,2,0.213
D0209T.mp4,dám làm,T,80,RG01142,2,0.213
D0209N.mp4,dám làm,N,96,RG01143,1,
W00972.mp4,dán,-,91,RG01144,1,
W00982.mp4,dân ca,-,84,RG01145,1,
W00983.mp4,dân chài,-,98,RG01146,1,
D0114.mp4,dân chủ,-,80,RG01147,1,
W00987.mp4,dân số,-,82,RG01148,1,
W00988B.mp4,dân tộc,B,96,RG01149,1,
W00988N.mp4,dân tộc,N,71,RG01150,2,0.281
W00988T.mp4,dân tộc,T,71,RG01150,2,0.281
D0308.mp4,dân tộc Chăm,-,107,RG01151,1,
D0310.mp4,dân tộc Khơ me,-,131,RG01152,1,
D0312.mp4,dân tộc Mông,-,117,RG01153,1,
D0309.mp4,dân tộc Mường,-,126,RG01154,1,
D0311.mp4,dân tộc Thái,-,107,RG01155,1,
W00989B.mp4,dân tộc thiểu số,B,105,RG01156,1,
W00989N.mp4,dân tộc thiểu số,N,100,RG01157,2,0.212
W00989T.mp4,dân tộc thiểu số,T,100,RG01157,2,0.212
W01014.mp4,dây buộc tóc,-,130,RG01158,1,
W01015.mp4,dây chun,-,101,RG01159,1,
W01017.mp4,dây thần kinh,-,67,RG01160,1,
W01018.mp4,dây thừng,-,111,RG01161,1,
W01019.mp4,dây xích,-,95,RG01162,1,
W01016B.mp4,dây điện,B,100,RG01163,1,
W01016N.mp4,dây điện,N,113,RG01164,2,0.237
W01016T.mp4,dây điện,T,113,RG01164,2,0.237
W00975.mp4,dãy nhà,-,94,RG01165,1,
W00976.mp4,dãy núi,-,106,RG01166,1,
D0245.mp4,dãy núi Hoàng Liên Sơn,-,122,RG01167,1,
W00977.mp4,dãy số,-,92,RG01168,1,
W00978.mp4,dãy số liệu,-,126,RG01169,1,
W01022B.mp4,dép quai hậu,B,98,RG01170,2,0.25
W01022T.mp4,dép quai hậu,T,98,RG01170,2,0.25
W01022N.mp4,dép quai hậu,N,101,RG01171,1,
W01024.mp4,dê con,-,120,RG01172,1,
W01025.mp4,dê mẹ,-,121,RG01173,1,
W01055.mp4,dòng chữ,-,84,RG01174,1,
W01056.mp4,dòng họ,-,132,RG01175,1,
W01058.mp4,dòng sông,-,94,RG01176,1,
D0439.mp4,dòng sông chảy,-,111,RG01177,1,
W01068.mp4,dũng cảm,-,93,RG01178,1,
W00979.mp4,dạy,-,82,RG01179,1,
W00958.mp4,dải phân cách,-,212,RG01180,1,
W00998.mp4,dấu bằng,-,78,RG01181,1,
W01004.mp4,dấu chia,-,87,RG01182,1,
W01001.mp4,dấu chấm,-,108,RG01183,1,
W01002.mp4,dấu chấm hỏi,-,103,RG01184,1,
W01003.mp4,dấu chấm than,-,79,RG01185,1,
W01005.mp4,dấu gạch ngang,-,72,RG01186,1,
W01006.mp4,dấu hai chấm,-,84,RG01187,1,
D0524B.mp4,dấu huyền,B,101,RG01188,2,0.287
D0524T.mp4,dấu huyền,T,101,RG01188,2,0.287
D0524N.mp4,dấu huyền,N,185,RG01189,1,
D0526B.mp4,dấu hỏi,B,128,RG01190,1,
D0526N.mp4,dấu hỏi,N,106,RG01191,2,0.182
D0526T.mp4,dấu hỏi,T,106,RG01191,2,0.182
W01009.mp4,dấu ngoặc đơn,-,93,RG01192,1,
D0527B.mp4,dấu ngã,B,112,RG01193,1,
D0527N.mp4,dấu ngã,N,111,RG01194,2,0.278
D0527T.mp4,dấu ngã,T,111,RG01194,2,0.278
W01010.mp4,dấu nhân,-,84,RG01195,1,
D0528.mp4,dấu nặng,-,101,RG01196,1,
W01011.mp4,dấu phẩy,-,92,RG01197,1,
D0525B.mp4,dấu sắc,B,99,RG01198,2,0.289
D0525T.mp4,dấu sắc,T,99,RG01198,2,0.289
D0525N.mp4,dấu sắc,N,183,RG01199,1,
W00994.mp4,dầu gội đầu,-,98,RG01200,1,
W00995.mp4,dầu hoả,-,85,RG01201,1,
W00996.mp4,dầu khí,-,88,RG01202,1,
W00997.mp4,dầu mỏ,-,103,RG01203,1,
W00993.mp4,dầu ăn,-,64,RG01204,1,
W00990.mp4,dẫn chương trình,-,89,RG01205,1,
W00991.mp4,dẫn chứng,-,134,RG01206,1,
W00992.mp4,dập,-,64,RG01207,1,
W00981.mp4,dắt,-,93,RG01208,1,
W00980.mp4,dặn dò,-,71,RG01209,1,
W01021.mp4,dẻo,-,98,RG01210,1,
W01026.mp4,dễ chịu,-,93,RG01211,1,
W01027.mp4,dễ thương,-,105,RG01212,1,
W01028.mp4,dệt,-,100,RG01213,1,
W01033B.mp4,dịch vụ,B,93,RG01214,1,
W01033N.mp4,dịch vụ,N,111,RG01215,1,
W01033T.mp4,dịch vụ,T,101,RG01216,1,
D0436.mp4,dịu dàng,-,131,RG01217,1,
W01054.mp4,dọc,-,82,RG01218,1,
W01060.mp4,dốc,-,219,RG01219,1,
W01061.mp4,dốt,-,240,RG01220,1,
D0271B.mp4,dỗi,B,117,RG01221,1,
D0271N.mp4,dỗi,N,146,RG01222,2,0.238
D0271T.mp4,dỗi,T,146,RG01222,2,0.238
W01069.mp4,dụng cụ,-,98,RG01223,1,
D0183.mp4,dừng lại,-,128,RG01224,1,
W02097.mp4,dự trữ,-,115,RG01225,1,
D0259.mp4,dự án,-,114,RG01226,1,
W01076.mp4,dựng phim,-,95,RG01227,1,
D0496.mp4,e,-,80,RG01228,1,
W01348B.mp4,e thẹn,B,85,RG01229,1,
W01348N.mp4,e thẹn,N,96,RG01230,1,
W01348T.mp4,e thẹn,T,93,RG01231,1,
W01349.mp4,em dâu,-,110,RG01232,1,
W01350.mp4,em gái,-,120,RG01233,1,
D0153B.mp4,em họ,B,117,RG01234,1,
D0153N.mp4,em họ,N,96,RG01235,1,
D0153T.mp4,em họ,T,153,RG01236,1,
W01351B.mp4,em rể,B,111,RG01237,1,
W01351N.mp4,em rể,N,120,RG01238,1,
W01351T.mp4,em rể,T,74,RG01239,1,
W01352B.mp4,em trai,B,81,RG01240,1,
W01352N.mp4,em trai,N,116,RG01241,2,0.227
W01352T.mp4,em trai,T,116,RG01241,2,0.227
W01353.mp4,em út,-,104,RG01242,1,
W01354.mp4,email,-,128,RG01243,1,
D0521.mp4,f,-,86,RG01244,1,
D0498B.mp4,g,B,158,RG01245,1,
D0498N.mp4,g,N,90,RG01246,1,
W01364B.mp4,ga tàu,B,83,RG01247,1,
W01364N.mp4,ga tàu,N,105,RG01248,2,0.233
W01364T.mp4,ga tàu,T,105,RG01248,2,0.233
W01375.mp4,gai,-,120,RG01249,1,
W01377.mp4,gan,-,142,RG01250,1,
W01378N.mp4,gan dạ,N,124,RG01251,1,
W01379.mp4,gan lì,-,119,RG01252,1,
W01381.mp4,gang tay,-,119,RG01253,1,
D0019B.mp4,ghen tị,B,107,RG01254,1,
D0019N.mp4,ghen tị,N,127,RG01255,2,0.223
D0019T.mp4,ghen tị,T,127,RG01255,2,0.223
W01410.mp4,ghi chép,-,112,RG01256,1,
W01411.mp4,ghi chú,-,113,RG01257,1,
W01412.mp4,ghi hình,-,113,RG01258,1,
W01413.mp4,ghi nhớ,-,90,RG01259,1,
W01406.mp4,ghé thăm,-,110,RG01260,1,
W01407.mp4,ghép hình,-,129,RG01261,1,
W01423.mp4,giai đoạn,-,126,RG01262,1,
D0337.mp4,gian dối,-,147,RG01263,1,
W01443.mp4,gian khổ,-,91,RG01264,1,
W00985.mp4,gian lận,-,82,RG01265,1,
W01450.mp4,giao hoán,-,123,RG01266,1,
W01429.mp4,giao hàng,-,104,RG01267,1,
W01451.mp4,giao lưu,-,119,RG01268,1,
W01430B.mp4,giao thông,B,86,RG01269,1,
W01430N.mp4,giao thông,N,130,RG01270,1,
W01452.mp4,giao thừa,-,116,RG01271,1,
W01453B.mp4,giao tiếp,B,73,RG01272,1,
W01453N.mp4,giao tiếp,N,156,RG01273,2,0.241
W01453T.mp4,giao tiếp,T,156,RG01273,2,0.241
W01477.mp4,gieo xúc xắc,-,133,RG01274,1,
W01444.mp4,giàn khoan,-,123,RG01275,1,
W01427.mp4,giàn mướp,-,141,RG01276,1,
W01445.mp4,giàn nho,-,119,RG01277,1,
W01459.mp4,giàu có,-,191,RG01278,1,
W01420.mp4,giá sách,-,120,RG01279,1,
W01433B.mp4,giá trị,B,96,RG01280,1,
W01433N.mp4,giá trị,N,266,RG01281,1,
W01433T.mp4,giá trị,T,266,RG01282,1,
W01434B.mp4,giá trị phần trăm,B,120,RG01283,1,
W01434N.mp4,giá trị phần trăm,N,118,RG01284,2,0.225
W01434T.mp4,giá trị phần trăm,T,118,RG01284,2,0.225
W01435.mp4,giá trị tuyệt đối,-,126,RG01285,1,
W01442.mp4,giám khảo,-,116,RG01286,1,
D0255.mp4,giám sát,-,117,RG01287,1,
W01426.mp4,giám sát,-,138,RG01288,1,
W01441.mp4,giám đốc,-,80,RG01289,1,
W01447B.mp4,gián tiếp,B,95,RG01290,1,
W01447N.mp4,gián tiếp,N,90,RG01291,2,0.258
W01447T.mp4,gián tiếp,T,90,RG01291,2,0.258
W01456.mp4,giáo dục,-,99,RG01292,1,
W01458.mp4,giáo sĩ,-,115,RG01293,1,
W01432.mp4,giã,-,90,RG01294,1,
D0287.mp4,giãn cách xã hội,-,124,RG01295,1,
W01482.mp4,gió Lào,-,131,RG01296,1,
W01489.mp4,giông bão,-,106,RG01297,1,
W01497B.mp4,giúp đỡ,B,74,RG01298,1,
W01497N.mp4,giúp đỡ,N,106,RG01299,2,0.217
W01497T.mp4,giúp đỡ,T,106,RG01299,2,0.217
W01491.mp4,giơ tay,-,105,RG01300,1,
W01498.mp4,giường,-,106,RG01301,1,
W01417T.mp4,giả bộ (giống giả vờ),T,205,RG01302,1,
W01418.mp4,giả mạo,-,109,RG01303,1,
W01419.mp4,giả sử,-,118,RG01304,1,
W01437.mp4,giải lao,-,103,RG01305,1,
W01438.mp4,giải quyết,-,102,RG01306,1,
W01424.mp4,giải thích,-,449,RG01307,1,
W01440.mp4,giải vô địch,-,124,RG01308,1,
W01425.mp4,giảm,-,110,RG01309,1,
W01462.mp4,giấc ngủ,-,147,RG01310,1,
W01470B.mp4,giấy,B,104,RG01311,1,
W01470N.mp4,giấy,N,121,RG01312,2,0.259
W01470T.mp4,giấy,T,121,RG01312,2,0.259
W01472B.mp4,giấy màu,B,98,RG01313,1,
W01472N.mp4,giấy màu,N,109,RG01314,2,0.213
W01472T.mp4,giấy màu,T,109,RG01314,2,0.213
W01473B.mp4,giấy nháp,B,89,RG01315,1,
W01473N.mp4,giấy nháp,N,129,RG01316,2,0.181
W01473T.mp4,giấy nháp,T,129,RG01316,2,0.181
W01474.mp4,giấy tờ,-,121,RG01317,1,
W01471B.mp4,giấy ăn,B,95,RG01318,1,
W01471N.mp4,giấy ăn,N,117,RG01319,2,0.235
W01471T.mp4,giấy ăn,T,117,RG01319,2,0.235
W01467.mp4,giầy ba ta,-,228,RG01320,1,
W01468.mp4,giầy dép,-,208,RG01321,1,
W01469.mp4,giầy thể thao,-,235,RG01322,1,
W01463.mp4,giẫm,-,100,RG01323,1,
W01464.mp4,giận dỗi,-,80,RG01324,1,
W01465.mp4,giận dữ,-,104,RG01325,1,
W01466.mp4,giật mình,-,102,RG01326,1,
W01476.mp4,giẻ lau,-,128,RG01327,1,
W01478.mp4,giếng nước,-,117,RG01328,1,
W01479.mp4,giết,-,81,RG01329,1,
W01486.mp4,giọng ca,-,144,RG01330,1,
W01487.mp4,giọng nói,-,92,RG01331,1,
W01485.mp4,giỏi,-,326,RG01332,1,
W01490.mp4,giống nhau,-,106,RG01333,1,
D0041.mp4,giỗ,-,97,RG01334,1,
W01493.mp4,giới hạn,-,113,RG01335,1,
W01494.mp4,giới thiệu,-,139,RG01336,1,
W02626.mp4,giữ nguyên,-,88,RG01337,1,
W01365N.mp4,gà mái,N,224,RG01338,1,
D0390.mp4,gà nướng lu,-,135,RG01339,1,
W01366.mp4,gà rừng,-,168,RG01340,1,
W01368.mp4,gà trống,-,134,RG01341,1,
W01367.mp4,gà tây,-,137,RG01342,1,
W01382.mp4,gánh,-,128,RG01343,1,
W01389.mp4,gáy,-,121,RG01344,1,
W01376.mp4,gãi đầu gãi tai,-,179,RG01345,1,
W01387.mp4,gãy chân,-,113,RG01346,1,
W01388.mp4,gãy tay,-,132,RG01347,1,
W01501.mp4,góc bẹt,-,113,RG01348,1,
W01502.mp4,góc bếp,-,127,RG01349,1,
W01503.mp4,góc học tập,-,111,RG01350,1,
W01505.mp4,góc nhọn,-,114,RG01351,1,
W01506.mp4,góc tù,-,226,RG01352,1,
W01507.mp4,góc vuông,-,98,RG01353,1,
W01508.mp4,góc vườn,-,138,RG01354,1,
W01510.mp4,gói,-,79,RG01355,1,
W01509.mp4,gói (đgt),-,98,RG01356,1,
D0451.mp4,góp tiền,-,141,RG01357,1,
W01513.mp4,góp ý,-,114,RG01358,1,
W04070.mp4,gù lưng,-,117,RG01359,1,
W01393.mp4,găng tay,-,144,RG01360,1,
W01523.mp4,gương,-,100,RG01361,1,
W01525.mp4,gương mẫu,-,124,RG01362,1,
W01524.mp4,gương mặt,-,96,RG01363,1,
W01384B.mp4,gạo,B,83,RG01364,1,
W01384N.mp4,gạo,N,122,RG01365,2,0.256
W01384T.mp4,gạo,T,122,RG01365,2,0.256
W01385.mp4,gạo nếp,-,128,RG01366,1,
D0248.mp4,gấp ba,-,111,RG01367,1,
W01398.mp4,gấp giấy,-,133,RG01368,1,
W01399.mp4,gấp quần áo,-,129,RG01369,1,
D0247.mp4,gấp đôi,-,79,RG01370,1,
W01397.mp4,gần gũi,-,106,RG01371,1,
W01403B.mp4,gầy (miền Nam: ốm),B,82,RG01372,1,
W01403N.mp4,gầy (miền Nam: ốm),N,129,RG01373,1,
W01403T.mp4,gầy (miền Nam: ốm),T,215,RG01374,1,
W01401.mp4,gật gù,-,103,RG01375,1,
W01400.mp4,gật đầu,-,111,RG01376,1,
W01404.mp4,gậy của người già,-,142,RG01377,1,
W01392.mp4,gắn bó,-,124,RG01378,1,
W01394.mp4,gắp thức ăn,-,136,RG01379,1,
W01390.mp4,gặm cỏ,-,176,RG01380,1,
W01391.mp4,gặm xương (con chó gặm xương),-,145,RG01381,1,
W01395.mp4,gặp gỡ,-,133,RG01382,1,
W01396.mp4,gặt lúa,-,126,RG01383,1,
W01511.mp4,gọi,-,249,RG01384,1,
W01512.mp4,gọn gàng,-,125,RG01385,1,
W01515.mp4,gọt bút chì,-,98,RG01386,1,
W01514.mp4,gọt bút chì (cái),-,127,RG01387,1,
D0378.mp4,gỏi/nộm,-,105,RG01388,1,
W01517.mp4,gốm sứ,-,132,RG01389,1,
W01516B.mp4,gỗ,B,104,RG01390,1,
W01516N.mp4,gỗ,N,97,RG01391,1,
W01516T.mp4,gỗ,T,120,RG01392,1,
W01518.mp4,gợi ý,-,96,RG01393,1,
W01519.mp4,gửi,-,195,RG01394,1,
W01520.mp4,gửi quà,-,116,RG01395,1,
W01522.mp4,gửi thư,-,98,RG01396,1,
D0500B.mp4,h,B,71,RG01397,1,
D0500N.mp4,h,N,65,RG01398,1,
D0500T.mp4,h,T,147,RG01399,1,
D0147.mp4,hai là,-,147,RG01400,1,
W02617.mp4,hai phân số bằng nhau,-,144,RG01401,1,
D0342B.mp4,ham chơi,B,108,RG01402,2,0.207
D0342T.mp4,ham chơi,T,108,RG01402,2,0.207
D0342N.mp4,ham chơi,N,106,RG01403,1,
D0243B.mp4,hay là (hoặc là),B,120,RG01404,1,
D0243N.mp4,hay là (hoặc là),N,108,RG01405,2,0.198
D0243T.mp4,hay là (hoặc là),T,108,RG01405,2,0.198
W01583B.mp4,hi sinh,B,84,RG01406,1,
W01583N.mp4,hi sinh,N,100,RG01407,1,
W01583T.mp4,hi sinh,T,85,RG01408,1,
W01584B.mp4,hi vọng,B,75,RG01409,2,0.135
W01584T.mp4,hi vọng,T,75,RG01409,2,0.135
W01584N.mp4,hi vọng,N,69,RG01410,1,
W01593.mp4,hiếu thảo,-,138,RG01411,1,
W01591B.mp4,hiểu,B,64,RG01412,1,
W01591N.mp4,hiểu,N,117,RG01413,2,0.222
W01591T.mp4,hiểu,T,117,RG01413,2,0.222
W01588.mp4,hiện nay,-,80,RG01414,1,
W01587.mp4,hiện đại,-,117,RG01415,1,
W01595.mp4,hiệu (Toán học),-,108,RG01416,1,
W01596.mp4,hiệu cầm đồ,-,109,RG01417,1,
W01594.mp4,hiệu thuốc,-,220,RG01418,1,
W01619B.mp4,hoa,B,94,RG01419,2,0.253
W01619T.mp4,hoa,T,94,RG01419,2,0.253
W01619N.mp4,hoa,N,114,RG01420,1,
W01620.mp4,hoa cúc,-,140,RG01421,1,
D0482.mp4,hoa dâm bụt,-,121,RG01422,1,
D0481.mp4,hoa giấy,-,134,RG01423,1,
D0467.mp4,hoa hậu,-,83,RG01424,1,
W01622.mp4,hoa hồng,-,119,RG01425,1,
W01625.mp4,hoa lay ơn,-,72,RG01426,1,
D0488.mp4,hoa mai,-,137,RG01427,1,
W01629B.mp4,hoa sen,B,98,RG01428,1,
W01629N.mp4,hoa sen,N,125,RG01429,1,
W01629T.mp4,hoa sen,T,110,RG01430,1,
W01621.mp4,hoa đào,-,126,RG01431,1,
W04063.mp4,hoan hô,-,231,RG01432,1,
W01764.mp4,hoang mang,-,80,RG01433,1,
W01641.mp4,hoàn thành,-,158,RG01434,1,
W01646.mp4,hoàng hôn,-,151,RG01435,1,
W01645.mp4,hoàng đế,-,97,RG01436,1,
W01643.mp4,hoán vị,-,174,RG01437,1,
W01655B.mp4,hoạt hình,B,97,RG01438,1,
W01655N.mp4,hoạt hình,N,111,RG01439,2,0.234
W01655T.mp4,hoạt hình,T,111,RG01439,2,0.234
W01651B.mp4,hoạt động,B,81,RG01440,1,
W01650.mp4,hoảng sợ,-,131,RG01441,1,
D0188B.mp4,hoặc,B,90,RG01442,1,
