video_id,file_name,source,gloss_raw,gloss_normalized,dialect,signer_id,recording_group,width,height,npz_path,split
vslgh_SENT079_S02_R02_F_g01,SENT079_S02_R02_F_g01,vslgh,THỊ-LỰC,thị lực,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT079_S02_R02_F_g01.npz,train
vslgh_SENT079_S02_R02_F_g02,SENT079_S02_R02_F_g02,vslgh,ĐO,đo,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT079_S02_R02_F_g02.npz,train
vslgh_SENT079_S02_R02_F_g03,SENT079_S02_R02_F_g03,vslgh,RỒI,rồi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT079_S02_R02_F_g03.npz,train
vslgh_SENT079_S02_R03_F_g00,SENT079_S02_R03_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT079_S02_R03_F_g00.npz,train
vslgh_SENT079_S02_R03_F_g01,SENT079_S02_R03_F_g01,vslgh,THỊ-LỰC,thị lực,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT079_S02_R03_F_g01.npz,train
vslgh_SENT079_S02_R03_F_g02,SENT079_S02_R03_F_g02,vslgh,ĐO,đo,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT079_S02_R03_F_g02.npz,train
vslgh_SENT079_S02_R03_F_g03,SENT079_S02_R03_F_g03,vslgh,RỒI,rồi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT079_S02_R03_F_g03.npz,train
vslgh_SENT079_S03_R01_F_g00,SENT079_S03_R01_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R01_F_g00.npz,train
vslgh_SENT079_S03_R01_F_g01,SENT079_S03_R01_F_g01,vslgh,THỊ-LỰC,thị lực,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R01_F_g01.npz,train
vslgh_SENT079_S03_R01_F_g02,SENT079_S03_R01_F_g02,vslgh,ĐO,đo,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R01_F_g02.npz,train
vslgh_SENT079_S03_R01_F_g03,SENT079_S03_R01_F_g03,vslgh,RỒI,rồi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R01_F_g03.npz,train
vslgh_SENT079_S03_R02_F_g00,SENT079_S03_R02_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R02_F_g00.npz,train
vslgh_SENT079_S03_R02_F_g01,SENT079_S03_R02_F_g01,vslgh,THỊ-LỰC,thị lực,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R02_F_g01.npz,train
vslgh_SENT079_S03_R02_F_g02,SENT079_S03_R02_F_g02,vslgh,ĐO,đo,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R02_F_g02.npz,train
vslgh_SENT079_S03_R02_F_g03,SENT079_S03_R02_F_g03,vslgh,RỒI,rồi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R02_F_g03.npz,train
vslgh_SENT079_S03_R03_F_g00,SENT079_S03_R03_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R03_F_g00.npz,train
vslgh_SENT079_S03_R03_F_g01,SENT079_S03_R03_F_g01,vslgh,THỊ-LỰC,thị lực,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R03_F_g01.npz,train
vslgh_SENT079_S03_R03_F_g02,SENT079_S03_R03_F_g02,vslgh,ĐO,đo,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R03_F_g02.npz,train
vslgh_SENT079_S03_R03_F_g03,SENT079_S03_R03_F_g03,vslgh,RỒI,rồi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT079_S03_R03_F_g03.npz,train
vslgh_SENT079_S04_R01_F_g00,SENT079_S04_R01_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R01_F_g00.npz,train
vslgh_SENT079_S04_R01_F_g01,SENT079_S04_R01_F_g01,vslgh,THỊ-LỰC,thị lực,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R01_F_g01.npz,train
vslgh_SENT079_S04_R01_F_g02,SENT079_S04_R01_F_g02,vslgh,ĐO,đo,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R01_F_g02.npz,train
vslgh_SENT079_S04_R01_F_g03,SENT079_S04_R01_F_g03,vslgh,RỒI,rồi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R01_F_g03.npz,train
vslgh_SENT079_S04_R02_F_g00,SENT079_S04_R02_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R02_F_g00.npz,train
vslgh_SENT079_S04_R02_F_g01,SENT079_S04_R02_F_g01,vslgh,THỊ-LỰC,thị lực,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R02_F_g01.npz,train
vslgh_SENT079_S04_R02_F_g02,SENT079_S04_R02_F_g02,vslgh,ĐO,đo,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R02_F_g02.npz,train
vslgh_SENT079_S04_R02_F_g03,SENT079_S04_R02_F_g03,vslgh,RỒI,rồi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R02_F_g03.npz,train
vslgh_SENT079_S04_R03_F_g00,SENT079_S04_R03_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R03_F_g00.npz,train
vslgh_SENT079_S04_R03_F_g01,SENT079_S04_R03_F_g01,vslgh,THỊ-LỰC,thị lực,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R03_F_g01.npz,train
vslgh_SENT079_S04_R03_F_g02,SENT079_S04_R03_F_g02,vslgh,ĐO,đo,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R03_F_g02.npz,train
vslgh_SENT079_S04_R03_F_g03,SENT079_S04_R03_F_g03,vslgh,RỒI,rồi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT079_S04_R03_F_g03.npz,train
vslgh_SENT080_S01_R01_F_g00,SENT080_S01_R01_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R01_F_g00.npz,train
vslgh_SENT080_S01_R01_F_g01,SENT080_S01_R01_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R01_F_g01.npz,train
vslgh_SENT080_S01_R01_F_g02,SENT080_S01_R01_F_g02,vslgh,ĐO,đo,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R01_F_g02.npz,train
vslgh_SENT080_S01_R01_F_g03,SENT080_S01_R01_F_g03,vslgh,RỒI,rồi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R01_F_g03.npz,train
vslgh_SENT080_S01_R02_F_g00,SENT080_S01_R02_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R02_F_g00.npz,train
vslgh_SENT080_S01_R02_F_g01,SENT080_S01_R02_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R02_F_g01.npz,train
vslgh_SENT080_S01_R02_F_g02,SENT080_S01_R02_F_g02,vslgh,ĐO,đo,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R02_F_g02.npz,train
vslgh_SENT080_S01_R02_F_g03,SENT080_S01_R02_F_g03,vslgh,RỒI,rồi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R02_F_g03.npz,train
vslgh_SENT080_S01_R03_F_g00,SENT080_S01_R03_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R03_F_g00.npz,train
vslgh_SENT080_S01_R03_F_g01,SENT080_S01_R03_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R03_F_g01.npz,train
vslgh_SENT080_S01_R03_F_g02,SENT080_S01_R03_F_g02,vslgh,ĐO,đo,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R03_F_g02.npz,train
vslgh_SENT080_S01_R03_F_g03,SENT080_S01_R03_F_g03,vslgh,RỒI,rồi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT080_S01_R03_F_g03.npz,train
vslgh_SENT080_S02_R01_F_g00,SENT080_S02_R01_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R01_F_g00.npz,train
vslgh_SENT080_S02_R01_F_g01,SENT080_S02_R01_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R01_F_g01.npz,train
vslgh_SENT080_S02_R01_F_g02,SENT080_S02_R01_F_g02,vslgh,ĐO,đo,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R01_F_g02.npz,train
vslgh_SENT080_S02_R01_F_g03,SENT080_S02_R01_F_g03,vslgh,RỒI,rồi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R01_F_g03.npz,train
vslgh_SENT080_S02_R02_F_g00,SENT080_S02_R02_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R02_F_g00.npz,train
vslgh_SENT080_S02_R02_F_g01,SENT080_S02_R02_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R02_F_g01.npz,train
vslgh_SENT080_S02_R02_F_g02,SENT080_S02_R02_F_g02,vslgh,ĐO,đo,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R02_F_g02.npz,train
vslgh_SENT080_S02_R02_F_g03,SENT080_S02_R02_F_g03,vslgh,RỒI,rồi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R02_F_g03.npz,train
vslgh_SENT080_S02_R03_F_g00,SENT080_S02_R03_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R03_F_g00.npz,train
vslgh_SENT080_S02_R03_F_g01,SENT080_S02_R03_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R03_F_g01.npz,train
vslgh_SENT080_S02_R03_F_g02,SENT080_S02_R03_F_g02,vslgh,ĐO,đo,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R03_F_g02.npz,train
vslgh_SENT080_S02_R03_F_g03,SENT080_S02_R03_F_g03,vslgh,RỒI,rồi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT080_S02_R03_F_g03.npz,train
vslgh_SENT080_S03_R01_F_g00,SENT080_S03_R01_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R01_F_g00.npz,train
vslgh_SENT080_S03_R01_F_g01,SENT080_S03_R01_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R01_F_g01.npz,train
vslgh_SENT080_S03_R01_F_g02,SENT080_S03_R01_F_g02,vslgh,ĐO,đo,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R01_F_g02.npz,train
vslgh_SENT080_S03_R01_F_g03,SENT080_S03_R01_F_g03,vslgh,RỒI,rồi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R01_F_g03.npz,train
vslgh_SENT080_S03_R02_F_g00,SENT080_S03_R02_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R02_F_g00.npz,train
vslgh_SENT080_S03_R02_F_g01,SENT080_S03_R02_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R02_F_g01.npz,train
vslgh_SENT080_S03_R02_F_g02,SENT080_S03_R02_F_g02,vslgh,ĐO,đo,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R02_F_g02.npz,train
vslgh_SENT080_S03_R02_F_g03,SENT080_S03_R02_F_g03,vslgh,RỒI,rồi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R02_F_g03.npz,train
vslgh_SENT080_S03_R03_F_g00,SENT080_S03_R03_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R03_F_g00.npz,train
vslgh_SENT080_S03_R03_F_g01,SENT080_S03_R03_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R03_F_g01.npz,train
vslgh_SENT080_S03_R03_F_g02,SENT080_S03_R03_F_g02,vslgh,ĐO,đo,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R03_F_g02.npz,train
vslgh_SENT080_S03_R03_F_g03,SENT080_S03_R03_F_g03,vslgh,RỒI,rồi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT080_S03_R03_F_g03.npz,train
vslgh_SENT080_S04_R01_F_g00,SENT080_S04_R01_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R01_F_g00.npz,train
vslgh_SENT080_S04_R01_F_g01,SENT080_S04_R01_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R01_F_g01.npz,train
vslgh_SENT080_S04_R01_F_g02,SENT080_S04_R01_F_g02,vslgh,ĐO,đo,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R01_F_g02.npz,train
vslgh_SENT080_S04_R01_F_g03,SENT080_S04_R01_F_g03,vslgh,RỒI,rồi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R01_F_g03.npz,train
vslgh_SENT080_S04_R02_F_g00,SENT080_S04_R02_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R02_F_g00.npz,train
vslgh_SENT080_S04_R02_F_g01,SENT080_S04_R02_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R02_F_g01.npz,train
vslgh_SENT080_S04_R02_F_g02,SENT080_S04_R02_F_g02,vslgh,ĐO,đo,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R02_F_g02.npz,train
vslgh_SENT080_S04_R02_F_g03,SENT080_S04_R02_F_g03,vslgh,RỒI,rồi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R02_F_g03.npz,train
vslgh_SENT080_S04_R03_F_g00,SENT080_S04_R03_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R03_F_g00.npz,train
vslgh_SENT080_S04_R03_F_g01,SENT080_S04_R03_F_g01,vslgh,HUYẾT-ÁP,huyết áp,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R03_F_g01.npz,train
vslgh_SENT080_S04_R03_F_g02,SENT080_S04_R03_F_g02,vslgh,ĐO,đo,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R03_F_g02.npz,train
vslgh_SENT080_S04_R03_F_g03,SENT080_S04_R03_F_g03,vslgh,RỒI,rồi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT080_S04_R03_F_g03.npz,train
vslgh_SENT081_S01_R01_F_g00,SENT081_S01_R01_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R01_F_g00.npz,train
vslgh_SENT081_S01_R01_F_g01,SENT081_S01_R01_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R01_F_g01.npz,train
vslgh_SENT081_S01_R01_F_g02,SENT081_S01_R01_F_g02,vslgh,CỞI,cởi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R01_F_g02.npz,train
vslgh_SENT081_S01_R01_F_g03,SENT081_S01_R01_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R01_F_g03.npz,train
vslgh_SENT081_S01_R02_F_g00,SENT081_S01_R02_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R02_F_g00.npz,train
vslgh_SENT081_S01_R02_F_g01,SENT081_S01_R02_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R02_F_g01.npz,train
vslgh_SENT081_S01_R02_F_g02,SENT081_S01_R02_F_g02,vslgh,CỞI,cởi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R02_F_g02.npz,train
vslgh_SENT081_S01_R02_F_g03,SENT081_S01_R02_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R02_F_g03.npz,train
vslgh_SENT081_S01_R03_F_g00,SENT081_S01_R03_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R03_F_g00.npz,train
vslgh_SENT081_S01_R03_F_g01,SENT081_S01_R03_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R03_F_g01.npz,train
vslgh_SENT081_S01_R03_F_g02,SENT081_S01_R03_F_g02,vslgh,CỞI,cởi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R03_F_g02.npz,train
vslgh_SENT081_S01_R03_F_g03,SENT081_S01_R03_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT081_S01_R03_F_g03.npz,train
vslgh_SENT081_S02_R01_F_g00,SENT081_S02_R01_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R01_F_g00.npz,train
vslgh_SENT081_S02_R01_F_g01,SENT081_S02_R01_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R01_F_g01.npz,train
vslgh_SENT081_S02_R01_F_g02,SENT081_S02_R01_F_g02,vslgh,CỞI,cởi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R01_F_g02.npz,train
vslgh_SENT081_S02_R01_F_g03,SENT081_S02_R01_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R01_F_g03.npz,train
vslgh_SENT081_S02_R02_F_g00,SENT081_S02_R02_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R02_F_g00.npz,train
vslgh_SENT081_S02_R02_F_g01,SENT081_S02_R02_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R02_F_g01.npz,train
vslgh_SENT081_S02_R02_F_g02,SENT081_S02_R02_F_g02,vslgh,CỞI,cởi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R02_F_g02.npz,train
vslgh_SENT081_S02_R02_F_g03,SENT081_S02_R02_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R02_F_g03.npz,train
vslgh_SENT081_S02_R03_F_g00,SENT081_S02_R03_F_g00,vslgh,TÔI,tôi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R03_F_g00.npz,train
vslgh_SENT081_S02_R03_F_g01,SENT081_S02_R03_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R03_F_g01.npz,train
vslgh_SENT081_S02_R03_F_g02,SENT081_S02_R03_F_g02,vslgh,CỞI,cởi,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R03_F_g02.npz,train
vslgh_SENT081_S02_R03_F_g03,SENT081_S02_R03_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S02,vslgh_S02,1080,1080,vslgh_segments/S02/SENT081_S02_R03_F_g03.npz,train
vslgh_SENT081_S03_R01_F_g00,SENT081_S03_R01_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R01_F_g00.npz,train
vslgh_SENT081_S03_R01_F_g01,SENT081_S03_R01_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R01_F_g01.npz,train
vslgh_SENT081_S03_R01_F_g02,SENT081_S03_R01_F_g02,vslgh,CỞI,cởi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R01_F_g02.npz,train
vslgh_SENT081_S03_R01_F_g03,SENT081_S03_R01_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R01_F_g03.npz,train
vslgh_SENT081_S03_R02_F_g00,SENT081_S03_R02_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R02_F_g00.npz,train
vslgh_SENT081_S03_R02_F_g01,SENT081_S03_R02_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R02_F_g01.npz,train
vslgh_SENT081_S03_R02_F_g02,SENT081_S03_R02_F_g02,vslgh,CỞI,cởi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R02_F_g02.npz,train
vslgh_SENT081_S03_R02_F_g03,SENT081_S03_R02_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R02_F_g03.npz,train
vslgh_SENT081_S03_R03_F_g00,SENT081_S03_R03_F_g00,vslgh,TÔI,tôi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R03_F_g00.npz,train
vslgh_SENT081_S03_R03_F_g01,SENT081_S03_R03_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R03_F_g01.npz,train
vslgh_SENT081_S03_R03_F_g02,SENT081_S03_R03_F_g02,vslgh,CỞI,cởi,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R03_F_g02.npz,train
vslgh_SENT081_S03_R03_F_g03,SENT081_S03_R03_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S03,vslgh_S03,1080,1080,vslgh_segments/S03/SENT081_S03_R03_F_g03.npz,train
vslgh_SENT081_S04_R01_F_g00,SENT081_S04_R01_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R01_F_g00.npz,train
vslgh_SENT081_S04_R01_F_g01,SENT081_S04_R01_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R01_F_g01.npz,train
vslgh_SENT081_S04_R01_F_g02,SENT081_S04_R01_F_g02,vslgh,CỞI,cởi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R01_F_g02.npz,train
vslgh_SENT081_S04_R01_F_g03,SENT081_S04_R01_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R01_F_g03.npz,train
vslgh_SENT081_S04_R02_F_g00,SENT081_S04_R02_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R02_F_g00.npz,train
vslgh_SENT081_S04_R02_F_g01,SENT081_S04_R02_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R02_F_g01.npz,train
vslgh_SENT081_S04_R02_F_g02,SENT081_S04_R02_F_g02,vslgh,CỞI,cởi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R02_F_g02.npz,train
vslgh_SENT081_S04_R02_F_g03,SENT081_S04_R02_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R02_F_g03.npz,train
vslgh_SENT081_S04_R03_F_g00,SENT081_S04_R03_F_g00,vslgh,TÔI,tôi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R03_F_g00.npz,train
vslgh_SENT081_S04_R03_F_g01,SENT081_S04_R03_F_g01,vslgh,ÁO-KHOÁC,áo khoác,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R03_F_g01.npz,train
vslgh_SENT081_S04_R03_F_g02,SENT081_S04_R03_F_g02,vslgh,CỞI,cởi,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R03_F_g02.npz,train
vslgh_SENT081_S04_R03_F_g03,SENT081_S04_R03_F_g03,vslgh,CẦN-KHÔNG,cần không,Other,S04,vslgh_S04,1080,1080,vslgh_segments/S04/SENT081_S04_R03_F_g03.npz,train
vslgh_SENT082_S01_R01_F_g00,SENT082_S01_R01_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT082_S01_R01_F_g00.npz,train
vslgh_SENT082_S01_R01_F_g01,SENT082_S01_R01_F_g01,vslgh,ĐỨNG,đứng,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT082_S01_R01_F_g01.npz,train
vslgh_SENT082_S01_R01_F_g02,SENT082_S01_R01_F_g02,vslgh,PHẢI-KHÔNG,phải không,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT082_S01_R01_F_g02.npz,train
vslgh_SENT082_S01_R02_F_g00,SENT082_S01_R02_F_g00,vslgh,TÔI,tôi,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT082_S01_R02_F_g00.npz,train
vslgh_SENT082_S01_R02_F_g01,SENT082_S01_R02_F_g01,vslgh,ĐỨNG,đứng,Other,S01,vslgh_S01,1080,1080,vslgh_segments/S01/SENT082_S01_R02_F_g01.npz,train
