video_id,file_name,file_path,file_size_mb,gloss_raw,gloss_normalized,possible_region_or_dialect,possible_signer_id,num_frames,fps,width,height,fast_md5,status
783,W00144.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00144.mp4,3.028,bánh xe,bánh xe,Neutral / Unspecified,unknown,486,29.97,1280,720,217307ba851eda84bb11f634a426be26,VALID
784,W00145B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00145B.mp4,0.622,bao giờ?,bao giờ?,B (Miền Bắc / North),unknown,117,29.97,1280,720,6039522ed197ba07b8d084512e87d1ee,VALID
785,W00145N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00145N.mp4,0.828,bao giờ?,bao giờ?,N (Miền Nam / South),unknown,148,29.97,1280,720,768a9f0aabea87a03e02fe1d36a4c47f,VALID
786,W00145T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00145T.mp4,0.621,bao giờ?,bao giờ?,T (Miền Trung / Central),unknown,117,29.97,1280,720,b4c124bd93cc00a7482d9412c94f3e36,VALID
787,W00146.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00146.mp4,1.155,bao la,bao la,Neutral / Unspecified,unknown,197,29.97,1280,720,b458357bd2d2a389bd9c80afa4b54a03,VALID
788,W00147.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00147.mp4,0.66,bao nhiêu?,bao nhiêu?,Neutral / Unspecified,unknown,134,29.97,1280,720,8ce846a3ef636e99486582e320fb1b30,VALID
789,W00155.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00155.mp4,0.485,lưu,lưu,Neutral / Unspecified,unknown,72,23.98,1280,720,c7886cbc32609a65a360e5d639d31e1b,VALID
790,W00156.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00156.mp4,0.803,bảo tàng,bảo tàng,Neutral / Unspecified,unknown,159,29.97,1280,720,53dc3d16ffb78eab7f229040a77ee280,VALID
791,W00157.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00157.mp4,0.675,bảo thủ,bảo thủ,Neutral / Unspecified,unknown,162,29.97,1280,720,890282ca3843f665fd2935fe2ea51d49,VALID
792,W00158.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00158.mp4,0.689,tồn tại,tồn tại,Neutral / Unspecified,unknown,91,23.98,1280,720,4dad58a6f6529aae8e9b0941117ed502,VALID
793,W00159B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00159B.mp4,0.829,bảo vệ môi trường,bảo vệ môi trường,B (Miền Bắc / North),unknown,153,29.97,1280,720,bc4a4b817cd6d2a9003b4243d9ab1b52,VALID
794,W00159N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00159N.mp4,0.978,bảo vệ môi trường,bảo vệ môi trường,N (Miền Nam / South),unknown,165,29.97,1280,720,59daba1e41d7055671ff493793d63017,VALID
795,W00159T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00159T.mp4,0.979,bảo vệ môi trường,bảo vệ môi trường,T (Miền Trung / Central),unknown,165,29.97,1280,720,fa44ab3b398ec67c1a95f21f43a54b8f,VALID
796,W00160B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00160B.mp4,0.745,báo (con báo),báo (con báo),B (Miền Bắc / North),unknown,118,29.97,1280,720,7e64459694b51a8bda79da07074acd47,VALID
797,W00161.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00161.mp4,0.468,báo cáo,báo cáo,Neutral / Unspecified,unknown,117,29.97,1280,720,f4448425ae75ba9cbb854b6a24b2684c,VALID
798,W00163.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00163.mp4,0.596,báo động,báo động,Neutral / Unspecified,unknown,127,29.97,1280,720,7ae40d9da91c8462b34ab4d26b663c80,VALID
799,W00170.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00170.mp4,0.591,bát,bát,Neutral / Unspecified,unknown,150,29.97,1280,720,37a7770ea96bc4a081d7d44f206041ff,VALID
800,W00171.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00171.mp4,0.785,bát hương,bát hương,Neutral / Unspecified,unknown,127,23.98,1280,720,156d99f3ba0b6b77079132cdfb096ca5,VALID
801,W00172.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00172.mp4,0.883,bát ngát,bát ngát,Neutral / Unspecified,unknown,150,29.97,1280,720,f1b268b19eeb61cfa957f4ad4b58f83b,VALID
802,W00173.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00173.mp4,0.6,làng gốm Bát Tràng,làng gốm bát tràng,Neutral / Unspecified,unknown,131,29.97,1280,720,a1f66ff5c70d8a47417542358c12e931,VALID
803,W00174.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00174.mp4,0.822,bay,bay,Neutral / Unspecified,unknown,136,29.97,1280,720,99b111acd8519f582080e423420befe9,VALID
804,W00175.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00175.mp4,0.497,xì hơi (đánh rắm),xì hơi (đánh rắm),Neutral / Unspecified,unknown,99,29.97,1280,720,d3d5c17e0ef03dae0d13be925429c37b,VALID
805,W00175N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00175N.mp4,0.416,xì hơi (đánh rắm),xì hơi (đánh rắm),N (Miền Nam / South),unknown,57,23.98,1280,720,251e374564730fde473266d0d8104dd1,VALID
806,W00179.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00179.mp4,0.581,bắc bán cầu,bắc bán cầu,Neutral / Unspecified,unknown,104,23.98,1280,720,a1ca1fc46d64f76662b451f2a8f95ffc,VALID
807,W00176.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00176.mp4,1.245,bay liệng (bay lượn),bay liệng (bay lượn),Neutral / Unspecified,unknown,151,29.97,1280,720,034b6f6cb76a7b74c8ed306123c0a5eb,VALID
808,W00181.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00181.mp4,0.642,Bắc bộ,bắc bộ,Neutral / Unspecified,unknown,131,29.97,1280,720,2b5b1d9b779df63377bf4e1838341140,VALID
809,W00182.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00182.mp4,0.821,Bắc Giang,bắc giang,Neutral / Unspecified,unknown,108,23.98,1280,720,5acdd9c90f80657b7ba76c48b5ef38cb,VALID
810,W00184N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00184N.mp4,0.804,bắc nam,bắc nam,N (Miền Nam / South),unknown,167,29.97,1280,720,b66b1fb3eca10e579bcdea79a3b35a00,VALID
811,W00184T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00184T.mp4,0.806,bắc nam,bắc nam,T (Miền Trung / Central),unknown,167,29.97,1280,720,7594ed2a7ade30456b7e576750ba2609,VALID
812,W00186B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00186B.mp4,0.697,bắn bi,bắn bi,B (Miền Bắc / North),unknown,140,29.97,1280,720,9f294b90f67cec99dfd0e8e9f79daa41,VALID
813,W00186N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00186N.mp4,0.772,bắn bi,bắn bi,N (Miền Nam / South),unknown,128,29.97,1280,720,d12ae7bfcdc1c05709e845a0173ca6d2,VALID
814,W00186T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00186T.mp4,0.773,bắn bi,bắn bi,T (Miền Trung / Central),unknown,128,29.97,1280,720,2dfdc2ea5f16d17323657097808fa3a1,VALID
815,W00187.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00187.mp4,3.323,bắn súng,bắn súng,Neutral / Unspecified,unknown,515,29.97,1280,720,26d1041b04c28ecd2b2f2bad2fb7f9d8,VALID
816,W00188.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00188.mp4,0.738,băng bó,băng bó,Neutral / Unspecified,unknown,138,29.97,1280,720,126e0d462ccdd8711f3817cb1a290e21,VALID
817,W00189.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00189.mp4,1.014,băng chuyền,băng chuyền,Neutral / Unspecified,unknown,173,29.97,1280,720,8dc6aaab1d8591f84d0e48897d6fa6c0,VALID
818,W00190.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00190.mp4,0.605,băng dính,băng dính,Neutral / Unspecified,unknown,142,29.97,1280,720,485771f7af6ffcd551006f2510fc2df9,VALID
819,W00191.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00191.mp4,0.682,băng giá,băng giá,Neutral / Unspecified,unknown,152,29.97,1280,720,e4cfd47ba519122ddf758a5369f8b8fc,VALID
820,W00194.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00194.mp4,0.649,bằng,bằng,Neutral / Unspecified,unknown,142,29.97,1280,720,5eaefb40e7ff249ef31c6e08b32c50a3,VALID
821,W00195.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00195.mp4,0.784,bằng phẳng,bằng phẳng,Neutral / Unspecified,unknown,148,29.97,1280,720,6a060580f77d58c35b28a9b2cf1da7f2,VALID
822,W00196N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00196N.mp4,0.443,bắp ngô,bắp ngô,N (Miền Nam / South),unknown,101,29.97,1280,720,7ece0509e3effc3064ad188d18281cda,VALID
823,W00196T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00196T.mp4,0.443,bắp ngô,bắp ngô,T (Miền Trung / Central),unknown,101,29.97,1280,720,8e7050c90d8f012afefb2acbf31b7c30,VALID
824,W00198.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00198.mp4,0.579,bắt đền,bắt đền,Neutral / Unspecified,unknown,131,29.97,1280,720,e2854ae2f01e6eeac19ebeb23d10c9b7,VALID
825,W00198B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00198B.mp4,0.843,bắt đền,bắt đền,B (Miền Bắc / North),unknown,149,29.97,1280,720,07ada48b3db2ff0825a3f566f114642c,VALID
826,W00198N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00198N.mp4,0.566,bắt đền,bắt đền,N (Miền Nam / South),unknown,112,29.97,1280,720,4bfb14877b12cac39afa25a185b87b63,VALID
827,W00199.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00199.mp4,1.001,bắt giữ,bắt giữ,Neutral / Unspecified,unknown,164,29.97,1280,720,2779353bf99a25d11f9227be1585bb67,VALID
828,W00202.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00202.mp4,1.495,bắt tay,bắt tay,Neutral / Unspecified,unknown,252,29.97,1280,720,9cac896970dc06a6025105cf235fc93e,VALID
829,W00203.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00203.mp4,1.506,bậc thang,bậc thang,Neutral / Unspecified,unknown,261,29.97,1280,720,eada8e58963dc3bb1976c2563c4db5d0,VALID
830,W00205.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00205.mp4,0.893,bập bênh,bập bênh,Neutral / Unspecified,unknown,157,29.97,1280,720,889c18be216e624ff792a16a91ff7415,VALID
831,W00206.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00206.mp4,0.517,bất động,bất động,Neutral / Unspecified,unknown,129,29.97,1280,720,601bdd154a5ab5f6322be2b93d9b4b4a,VALID
832,W00207.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00207.mp4,0.65,bất hiếu,bất hiếu,Neutral / Unspecified,unknown,123,29.97,1280,720,767324ec0d96da00360f9178f02c99ca,VALID
833,W00209.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00209.mp4,0.746,bật đèn,bật đèn,Neutral / Unspecified,unknown,151,29.97,1280,720,72f15faef117b1d3926f396fb49a6f75,VALID
834,W00210.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00210.mp4,0.699,bật lửa,bật lửa,Neutral / Unspecified,unknown,167,29.97,1280,720,102e025a6106a4c9ab63395ce5111c07,VALID
835,W00212.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00212.mp4,0.967,bầu trời,bầu trời,Neutral / Unspecified,unknown,156,29.97,1280,720,37899d4fcd53f1af1691cab1fded7182,VALID
836,W00214B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00214B.mp4,0.359,bẫy chuột (hành động),bẫy chuột (hành động),B (Miền Bắc / North),unknown,78,29.97,1280,720,0cd3ba4660106c0e2d16b99f72d5f77f,VALID
837,W00214T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00214T.mp4,0.607,bẫy chuột (hành động),bẫy chuột (hành động),T (Miền Trung / Central),unknown,130,29.97,1280,720,f2e0db2df74a6c7cf13c55e295e77809,VALID
838,W00215.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00215.mp4,0.744,bẫy chuột (dụng cụ),bẫy chuột (dụng cụ),Neutral / Unspecified,unknown,145,29.97,1280,720,f8fc3ea6a5e14bf5a54ddd72499e6ca7,VALID
839,W00216B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00216B.mp4,0.754,bẻ ngô,bẻ ngô,B (Miền Bắc / North),unknown,132,29.97,1280,720,db7ac094b37eeccdcfb93b2b9544279c,VALID
840,W00216T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00216T.mp4,0.711,bẻ ngô,bẻ ngô,T (Miền Trung / Central),unknown,125,29.97,1280,720,4a685e2681dd64da58914c9cff4b58c0,VALID
841,W00217.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00217.mp4,0.79,bé gái,bé gái,Neutral / Unspecified,unknown,153,29.97,1280,720,35adad0ee0544b0531b67b20023bef5f,VALID
842,W00218.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00218.mp4,0.559,bé hơn,bé hơn,Neutral / Unspecified,unknown,133,29.97,1280,720,55081f019bbde4369b3894e28d5edb94,VALID
843,W00219.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00219.mp4,0.489,bé loắt choắt,bé loắt choắt,Neutral / Unspecified,unknown,122,29.97,1280,720,adb5066644b7f442d480a195ec050226,VALID
844,W00220N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00220N.mp4,0.51,bé trai,bé trai,N (Miền Nam / South),unknown,117,29.97,1280,720,97a258a69f2f93b8c74f1c31cff7783e,VALID
845,W00220T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00220T.mp4,0.673,bé trai,bé trai,T (Miền Trung / Central),unknown,135,29.97,1280,720,d504992a439691bbeda37f74515736fb,VALID
846,W00225.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00225.mp4,0.664,béo,béo,Neutral / Unspecified,unknown,142,29.97,1280,720,7b111e157b772683e5a98618c0d5aab7,VALID
847,W00228.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00228.mp4,0.912,bê tông,bê tông,Neutral / Unspecified,unknown,162,29.97,1280,720,d29b58368c38cc4aa2a1a1bca4b3fda2,VALID
848,W00230.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00230.mp4,0.607,bể bơi,bể bơi,Neutral / Unspecified,unknown,132,29.97,1280,720,2aaf2c9036611688d72a44b143b182f1,VALID
849,W00231.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00231.mp4,1.611,bể cá,bể cá,Neutral / Unspecified,unknown,279,29.97,1280,720,88ceddcbc86afbd9f3bcee22002c2160,VALID
850,W00232.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00232.mp4,0.831,bế em,bế em,Neutral / Unspecified,unknown,149,29.97,1280,720,f5419bae8cab78aadeb88a1352fac68a,VALID
851,W00234B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00234B.mp4,0.694,bệ hạ,bệ hạ,B (Miền Bắc / North),unknown,149,29.97,1280,720,8b6f504a5810694f5157d3035613f743,VALID
852,W00234T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00234T.mp4,0.689,bệ hạ,bệ hạ,T (Miền Trung / Central),unknown,149,29.97,1280,720,35846af6224e45cc8ecce96f7f1aaefa,VALID
853,W00235.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00235.mp4,0.744,bệ xí,bệ xí,Neutral / Unspecified,unknown,166,29.97,1280,720,1bc3cf2790c3a5d8c71b884c5a22a195,VALID
854,W00236.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00236.mp4,0.834,bên cạnh,bên cạnh,Neutral / Unspecified,unknown,170,29.97,1280,720,afeb8c1849aa27386cf23923797b8e89,VALID
855,W00236N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00236N.mp4,0.734,bên cạnh,bên cạnh,N (Miền Nam / South),unknown,162,29.97,1280,720,f993cf11d6648e4d3becad8738e09252,VALID
856,W00237.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00237.mp4,0.681,bên dưới,bên dưới,Neutral / Unspecified,unknown,151,29.97,1280,720,5c237804301b442af64468c837bfc95e,VALID
857,W00238.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00238.mp4,0.534,bên phải,bên phải,Neutral / Unspecified,unknown,137,29.97,1280,720,be58eb81dae0a782e0143d400cef396c,VALID
858,W00239.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00239.mp4,0.618,bên trái,bên trái,Neutral / Unspecified,unknown,167,29.97,1280,720,ede59c4d5aac6c2c68b7cdfeb85bad03,VALID
859,W00240.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00240.mp4,0.768,bên trên,bên trên,Neutral / Unspecified,unknown,167,29.97,1280,720,4ea5810faafe8427e056ec28156488d1,VALID
860,W00241.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00241.mp4,0.784,bên trong,bên trong,Neutral / Unspecified,unknown,167,29.97,1280,720,31b47b1b90c279c8d9b74651435f3db3,VALID
861,W00243.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00243.mp4,0.781,bến tàu,bến tàu,Neutral / Unspecified,unknown,163,29.97,1280,720,596ac7300448a0ea4d7de66b624de41d,VALID
862,W00245.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00245.mp4,0.757,bến xe,bến xe,Neutral / Unspecified,unknown,162,29.97,1280,720,0541b1c042b56338d5bec899e1fb9401,VALID
863,W00246.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00246.mp4,0.829,bênh vực,bênh vực,Neutral / Unspecified,unknown,139,29.97,1280,720,ab4e94e517b636c493cae85a258dafac,VALID
864,W00247.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00247.mp4,0.623,bệnh thủy đậu,bệnh thủy đậu,Neutral / Unspecified,unknown,128,29.97,1280,720,0dfceecbd0328e68c072ee19dc1fc9ae,VALID
865,W00248.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00248.mp4,1.709,bệnh nhân,bệnh nhân,Neutral / Unspecified,unknown,310,29.97,1280,720,54b08b0c94c472e4aa263aa6394cbc84,VALID
866,W00249.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00249.mp4,0.664,bệnh tật,bệnh tật,Neutral / Unspecified,unknown,120,29.97,1280,720,1b709dbda73bcd8a45474010ee4556b3,VALID
867,W00252.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00252.mp4,0.553,bí ngô,bí ngô,Neutral / Unspecified,unknown,131,29.97,1280,720,2d0b4baca8c208f567ab589a02de4711,VALID
868,W00254.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00254.mp4,0.763,bìa sách,bìa sách,Neutral / Unspecified,unknown,161,29.97,1280,720,42e3000b07bb380d67f2dfc7933b0a86,VALID
869,W00255B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00255B.mp4,0.633,bìa vở,bìa vở,B (Miền Bắc / North),unknown,137,29.97,1280,720,1496f96e1648ecdd5f68770e28fd030e,VALID
870,W00255T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00255T.mp4,1.063,bìa vở,bìa vở,T (Miền Trung / Central),unknown,193,29.97,1280,720,edd0c1beefc8f8adf4ac97229f9f4c2a,VALID
871,W00256.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00256.mp4,1.028,bịa đặt,bịa đặt,Neutral / Unspecified,unknown,160,29.97,1280,720,633a5dfd33ef83ddf0fafb2d443f3c75,VALID
872,W00258.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00258.mp4,0.604,hóa đơn,hóa đơn,Neutral / Unspecified,unknown,142,29.97,1280,720,9a606c0b5945f963c2dc06c47229a7fb,VALID
873,W00260.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00260.mp4,0.68,biển đông,biển đông,Neutral / Unspecified,unknown,125,29.97,1280,720,e5b0f0fab24f418b2a8d36c3dc162467,VALID
874,W00261.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00261.mp4,0.75,biển hiệu,biển hiệu,Neutral / Unspecified,unknown,153,29.97,1280,720,71ff49fb0e87b9a380ae956356f0859c,VALID
875,W00263.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00263.mp4,0.679,biện pháp,biện pháp,Neutral / Unspecified,unknown,162,29.97,1280,720,e1d6369762489b953e807f8db645d942,VALID
876,W00265.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00265.mp4,0.758,biểu đồ,biểu đồ,Neutral / Unspecified,unknown,162,29.97,1280,720,1b6099133ff6c026b55b098925c6499c,VALID
877,W00262N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00262N.mp4,0.792,biến đổi,biến đổi,N (Miền Nam / South),unknown,155,29.97,1280,720,71822d046b0dd368180f51380f2f9b0e,VALID
878,W00267.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00267.mp4,0.509,biểu đồ hình quạt,biểu đồ hình quạt,Neutral / Unspecified,unknown,141,29.97,1280,720,6aa8c86bdfdc97750208978be8f03a82,VALID
879,W00270.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00270.mp4,0.633,biểu thị,biểu thị,Neutral / Unspecified,unknown,141,29.97,1280,720,1032a22ca214855a6e0d44fc2d021724,VALID
880,W00274B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00274B.mp4,0.862,bình an,bình an,B (Miền Bắc / North),unknown,156,29.97,1280,720,e47a2d14f65b27cfc33a01cf81e035a2,VALID
881,W00274N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00274N.mp4,0.713,bình an,bình an,N (Miền Nam / South),unknown,141,29.97,1280,720,51a97f5f6d1afb9865584196473724d0,VALID
882,W00274T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00274T.mp4,0.862,bình an,bình an,T (Miền Trung / Central),unknown,156,29.97,1280,720,9ee58ff1af46f58505371f74dc6a0838,VALID
883,W00276.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00276.mp4,0.916,Bình Dương,bình dương,Neutral / Unspecified,unknown,166,29.97,1280,720,e767d3fe92effbfbc66a69650c80ebf4,VALID
884,W00277.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00277.mp4,0.665,Bình Định,bình định,Neutral / Unspecified,unknown,154,29.97,1280,720,24640cd9603efae8a75908994d66ac6c,VALID
885,W00279.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00279.mp4,0.727,bình minh,bình minh,Neutral / Unspecified,unknown,159,29.97,1280,720,e198a23a28b911cff94c858405c20984,VALID
886,W00282.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00282.mp4,0.633,bình phương,bình phương,Neutral / Unspecified,unknown,137,29.97,1280,720,bbb4f6ba209e64255e0194aa6aa72c53,VALID
887,W00285.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00285.mp4,0.828,Bình Thuận,bình thuận,Neutral / Unspecified,unknown,148,29.97,1280,720,5664174fd65225df6675fa2f535987af,VALID
888,W00286B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00286B.mp4,0.456,bình thường,bình thường,B (Miền Bắc / North),unknown,106,29.97,1280,720,4f31396d8ce935b0cdf1267efa648465,VALID
889,W00286T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00286T.mp4,0.466,bình thường,bình thường,T (Miền Trung / Central),unknown,118,29.97,1280,720,e6cf138bbc9ee6ebe03460fc4da335f0,VALID
