ID,VIDEO,LABEL
778,W00137B.mp4,bánh mì
779,W00137N.mp4,bánh mì
780,W00140.mp4,bánh pizza
781,W00141.mp4,bánh pía
782,W00142.mp4,hãng tàu thuyền
783,W00144.mp4,bánh xe
784,W00145B.mp4,bao giờ?
785,W00145N.mp4,bao giờ?
786,W00145T.mp4,bao giờ?
787,W00146.mp4,bao la
788,W00147.mp4,bao nhiêu?
789,W00155.mp4,lưu
790,W00156.mp4,bảo tàng
791,W00157.mp4,bảo thủ
792,W00158.mp4,tồn tại
793,W00159B.mp4,bảo vệ môi trường
794,W00159N.mp4,bảo vệ môi trường
795,W00159T.mp4,bảo vệ môi trường
796,W00160B.mp4,báo (con báo)
797,W00161.mp4,báo cáo
798,W00163.mp4,báo động
799,W00170.mp4,bát
800,W00171.mp4,bát hương
801,W00172.mp4,bát ngát
802,W00173.mp4,làng gốm Bát Tràng
803,W00174.mp4,bay
804,W00175.mp4,xì hơi (đánh rắm)
805,W00175N.mp4,xì hơi (đánh rắm)
806,W00179.mp4,bắc bán cầu
807,W00176.mp4,bay liệng (bay lượn)
808,W00181.mp4,Bắc bộ
809,W00182.mp4,Bắc Giang
810,W00184N.mp4,bắc nam
811,W00184T.mp4,bắc nam
812,W00186B.mp4,bắn bi
813,W00186N.mp4,bắn bi
814,W00186T.mp4,bắn bi
815,W00187.mp4,bắn súng
816,W00188.mp4,băng bó
817,W00189.mp4,băng chuyền
818,W00190.mp4,băng dính
819,W00191.mp4,băng giá
820,W00194.mp4,bằng
821,W00195.mp4,bằng phẳng
822,W00196N.mp4,bắp ngô
823,W00196T.mp4,bắp ngô
824,W00198.mp4,bắt đền
825,W00198B.mp4,bắt đền
826,W00198N.mp4,bắt đền
827,W00199.mp4,bắt giữ
828,W00202.mp4,bắt tay
829,W00203.mp4,bậc thang
830,W00205.mp4,bập bênh
831,W00206.mp4,bất động
832,W00207.mp4,bất hiếu
833,W00209.mp4,bật đèn
834,W00210.mp4,bật lửa
835,W00212.mp4,bầu trời
836,W00214B.mp4,bẫy chuột (hành động)
837,W00214T.mp4,bẫy chuột (hành động)
838,W00215.mp4,bẫy chuột (dụng cụ)
839,W00216B.mp4,bẻ ngô
840,W00216T.mp4,bẻ ngô
841,W00217.mp4,bé gái
842,W00218.mp4,bé hơn
843,W00219.mp4,bé loắt choắt
844,W00220N.mp4,bé trai
845,W00220T.mp4,bé trai
846,W00225.mp4,béo
847,W00228.mp4,bê tông
848,W00230.mp4,bể bơi
849,W00231.mp4,bể cá
850,W00232.mp4,bế em
851,W00234B.mp4,bệ hạ
852,W00234T.mp4,bệ hạ
853,W00235.mp4,bệ xí
854,W00236.mp4,bên cạnh
855,W00236N.mp4,bên cạnh
856,W00237.mp4,bên dưới
857,W00238.mp4,bên phải
858,W00239.mp4,bên trái
859,W00240.mp4,bên trên
860,W00241.mp4,bên trong
861,W00243.mp4,bến tàu
862,W00245.mp4,bến xe
863,W00246.mp4,bênh vực
864,W00247.mp4,bệnh thủy đậu
865,W00248.mp4,bệnh nhân
866,W00249.mp4,bệnh tật
867,W00252.mp4,bí ngô
868,W00254.mp4,bìa sách
869,W00255B.mp4,bìa vở
870,W00255T.mp4,bìa vở
871,W00256.mp4,bịa đặt
872,W00258.mp4,hóa đơn
873,W00260.mp4,biển đông
874,W00261.mp4,biển hiệu
875,W00263.mp4,biện pháp
876,W00265.mp4,biểu đồ
877,W00262N.mp4,biến đổi
878,W00267.mp4,biểu đồ hình quạt
879,W00270.mp4,biểu thị
880,W00274B.mp4,bình an
881,W00274N.mp4,bình an
882,W00274T.mp4,bình an
883,W00276.mp4,Bình Dương
884,W00277.mp4,Bình Định
885,W00279.mp4,bình minh
886,W00282.mp4,bình phương
887,W00285.mp4,Bình Thuận
888,W00286B.mp4,bình thường
889,W00286T.mp4,bình thường
890,W00288.mp4,bò
891,W00289.mp4,bò sát
892,W00292.mp4,bỏ hoang
893,W00293.mp4,bỏ phiếu
894,W00294.mp4,bỏ qua
895,W00295.mp4,bỏ rơi
896,W00297.mp4,bó đũa
897,W00298.mp4,bó hoa
898,W00299.mp4,bóc lột
899,W00300.mp4,bóc vỏ
900,W00301.mp4,bọc sách
901,W00302.mp4,bom đạn
902,W00303.mp4,bom nguyên tử
903,W00304N.mp4,bón phân
904,W00304T.mp4,bón phân
905,W00305.mp4,bỏng
906,W00306.mp4,bỏng ngô
907,W00308.mp4,bóng bay
908,W00314.mp4,bọt xà phòng
909,W00315.mp4,bồ kết
910,W00316.mp4,bổ ích
911,W00317.mp4,bổ ngữ
912,W00318.mp4,bổ trợ
913,W00320.mp4,bố trí
914,W00321.mp4,bộ truyện
915,W00322.mp4,bốc vác
916,W00325.mp4,bố
917,W00326B.mp4,bố dượng
918,W00326N.mp4,bố dượng
919,W00326T.mp4,bố dượng
920,W00327.mp4,bố mẹ
921,W00328B.mp4,bộ đội
922,W00328N.mp4,bộ đội
923,W00328T.mp4,bộ đội
924,W00329.mp4,bộ sách
925,W00330.mp4,bốc hơi
926,W00331.mp4,bốc thăm
927,W00332.mp4,bồi bàn
928,W00333.mp4,bồi thường
929,W00334.mp4,bồn hoa
930,W00335.mp4,bồn rửa bát
931,W00336B.mp4,bông hoa
932,W00336N.mp4,bông hoa
933,W00336T.mp4,bông hoa
934,W00337B.mp4,bốt cảnh sát
935,W00337T.mp4,bốt cảnh sát
936,W00338B.mp4,bốt điện
937,W00338N.mp4,bốt điện
938,W00338T.mp4,bốt điện
939,W00340.mp4,bột giặt
940,W00341B.mp4,bột màu
941,W00341N.mp4,bột màu
942,W00341T.mp4,bột màu
943,W00344.mp4,bờ biển
944,W00345.mp4,bờ rào
945,W00347.mp4,bơi
946,W00348.mp4,bơi lội
947,W00349.mp4,bơm (cái bơm)
948,W00350.mp4,bơm nước
949,W00351.mp4,bơm xe
950,W00352.mp4,bờm tóc
951,W00353.mp4,bớt
952,W00354.mp4,bớt đi
953,W00355N.mp4,Bra-xin (nước Bra-xin)
954,W00356B.mp4,Bru-nây (nước Bru-nây)
955,W00356N.mp4,Bru-nây (nước Bru-nây)
956,W00356T.mp4,Bru-nây (nước Bru-nây)
957,W00357N.mp4,cỏ
958,W00358.mp4,bụi đời
959,W00359B.mp4,bụi phấn
960,W00359N.mp4,bụi phấn
961,W00359T.mp4,bụi phấn
962,W00360.mp4,Bun-ga-ri (nước Bun-ga-ri)
963,W00361.mp4,bùn
964,W00362.mp4,bụng
965,W00363.mp4,buộc dây
966,W00364.mp4,buộc tóc
967,W00366.mp4,buổi chiều
968,W00367B.mp4,buổi đêm
969,W00367N.mp4,buổi đêm
970,W00367T.mp4,buổi đêm
971,W00369B.mp4,buổi tối
972,W00369T.mp4,buổi tối
973,W00370B.mp4,buổi trưa
974,W00370N.mp4,buổi trưa
975,W00370T.mp4,buổi trưa
976,W00371.mp4,buôn làng
977,W00372.mp4,buồn nôn
978,W00374B.mp4,buông màn
979,W00374N.mp4,buông màn
980,W00374T.mp4,buông màn
981,W00377.mp4,buồng trứng
982,W00378.mp4,búp bê
983,W00381.mp4,bút bi
984,W00382.mp4,bút dạ
985,W00383B.mp4,bút màu
986,W00383N.mp4,bút màu
987,W00383T.mp4,bút màu
988,W00384.mp4,bút máy
989,W00385.mp4,bữa cơm
990,W00386B.mp4,bức tranh
991,W00386N.mp4,bức tranh
992,W00386T.mp4,bức tranh
993,W00387.mp4,bức tường
994,W00388.mp4,bước
995,W00390N.mp4,bướng bỉnh
996,W00390T.mp4,bướng bỉnh
997,W00393.mp4,bưu tá
998,W00395.mp4,ca
999,W00396.mp4,ca nô
1000,W00397.mp4,Cà Mau
1001,W00398B.mp4,cá kho
1002,W00398N.mp4,cá kho
1003,W00398T.mp4,cá kho
1004,W00400.mp4,các bạn
1005,W00401.mp4,cãi nhau
1006,W00402.mp4,cái bè
1007,W00404B.mp4,cái gương
1008,W00404T.mp4,cái gương
1009,W00405.mp4,cái nhíp
1010,W00406.mp4,cái túi
1011,W00407B.mp4,Cam-pu-chia (nước Cam-pu-chia)
1012,W00407N.mp4,Cam-pu-chia (nước Cam-pu-chia)
1013,W00407T.mp4,Cam-pu-chia (nước Cam-pu-chia)
1014,W00409.mp4,cảnh vật
1015,W00410.mp4,cánh tay
1016,W00411.mp4,cạnh
1017,W00412.mp4,cạnh bên (toán)
1018,W00413.mp4,cạnh đáy
1019,W00414.mp4,cạnh đối diện
1020,W00415.mp4,cao (người)
1021,W004152.mp4,cao (nhà)
1022,W004153.mp4,cao (núi)
1023,W00418.mp4,cao độ
1024,W00419.mp4,cao nguyên
1025,W00420.mp4,cao quý
1026,W00421.mp4,cao tầng
1027,W00422.mp4,cao thấp
1028,W00423.mp4,cao tốc
1029,W00424.mp4,cát
1030,W00425.mp4,cau có
1031,W00426.mp4,cày
1032,W00427.mp4,cày ruộng
1033,W00428.mp4,cặp sách
1034,W00429.mp4,cặp tóc
1035,W00430.mp4,cắt nhau
1036,W00431.mp4,cần khởi động
1037,W00432.mp4,cấp cứu
1038,W00433.mp4,cấp dưỡng
1039,W00436.mp4,cất tiếng khóc
1040,W00437.mp4,cất tiếng nói
1041,W00439.mp4,câu chuyện
1042,W00441.mp4,câu đối
1043,W00442.mp4,câu đơn
1044,W00443.mp4,câu ghép
1045,W00444B.mp4,câu thơ
1046,W00444N.mp4,câu thơ
1047,W00446.mp4,cầu (cây cầu)
1048,W00447.mp4,cầu cứu
1049,W00448.mp4,cầu giao
1050,W00449.mp4,cầu kì
1051,W00450.mp4,cầu nguyện
1052,W00451.mp4,cầu thủ
1053,W00453.mp4,cáp treo
1054,W00454.mp4,cầu trượt
1055,W00455.mp4,cầu vượt
1056,W00456B.mp4,cây ăn quả
1057,W00456N.mp4,cây ăn quả
1058,W00456T.mp4,cây ăn quả
1059,W00457B.mp4,cây bàng
1060,W00457T.mp4,cây bàng
1061,W00459B.mp4,cây cổ thụ
1062,W00459T.mp4,cây cổ thụ
1063,W00460.mp4,cây cối
1064,W00464.mp4,cây gỗ
1065,W00469B.mp4,cây ngô
1066,W00469N.mp4,cây ngô
1067,W00469T.mp4,cây ngô
1068,W00470B.mp4,cây phượng
1069,W00470N.mp4,cây phượng
1070,W00471.mp4,cây sả
1071,W00473.mp4,cây số
1072,W00474B.mp4,cây thân gỗ
1073,W00474N.mp4,cây thân gỗ
1074,W00474T.mp4,cây thân gỗ
1075,W00477.mp4,cây trồng
1076,W00478.mp4,cây xanh
1077,W00480.mp4,cấy lúa
1078,W00481.mp4,cha
1079,W00482.mp4,cha mẹ
1080,W00484B.mp4,chả cá
1081,W00484N.mp4,chả cá
1082,W00484T.mp4,chả cá
1083,W00485.mp4,chai
1084,W00486.mp4,chai nước
1085,W00488.mp4,chàng trai
1086,W00489.mp4,chào
1087,W00490.mp4,chào cờ
1088,W00492.mp4,chào mừng
1089,W00493N.mp4,chảo
1090,W00493T.mp4,chảo
1091,W00494.mp4,chát
1092,W00495B.mp4,cháu gái
1093,W00495N.mp4,cháu gái
1094,W00496B.mp4,cháu ngoại
1095,W00496T.mp4,cháu ngoại
1096,W00497B.mp4,cháu nội
1097,W00497N.mp4,cháu nội
1098,W00497T.mp4,cháu nội
1099,W00498B.mp4,cháu trai
1100,W00498N.mp4,cháu trai
1101,W00499.mp4,chày
1102,W00500.mp4,cháy rừng
1103,W00501.mp4,chạy
1104,W00504.mp4,chạy nhanh
1105,W00506.mp4,chú ( người)
1106,W00508B.mp4,chăm sóc sức khỏe
1107,W00508N.mp4,chăm sóc sức khỏe
1108,W00508T.mp4,chăm sóc sức khỏe
1109,W00509B.mp4,chăn (cái chăn)
1110,W00509T.mp4,chăn (cái chăn)
1111,W00510B.mp4,chăn nuôi
1112,W00510N.mp4,chăn nuôi
1113,W00510T.mp4,chăn nuôi
1114,W00512.mp4,chặn
1115,W00513B.mp4,chặt
1116,W00513N.mp4,chặt
1117,W00513T.mp4,chặt
1118,W00514.mp4,chặt chẽ
1119,W00515.mp4,châm chọc
1120,W00516T.mp4,châm cứu
1121,W00519.mp4,chấm dứt
1122,W00520.mp4,chấm điểm
1123,W00522.mp4,chân dung
1124,W00525.mp4,chân tay
1125,W00529.mp4,chất dẻo
1126,W00530.mp4,chất đốt
1127,W00531.mp4,chất độc
1128,W00533.mp4,chất độc màu da cam
1129,W00534.mp4,chất hữu cơ
1130,W00536.mp4,chất lỏng
1131,W00537.mp4,chất lượng
1132,W00538.mp4,chất rắn
1133,W00539.mp4,chất thải
1134,W00540.mp4,chật chội
1135,W00542.mp4,Châu Á Thái Bình Dương
1136,W00544.mp4,Châu Đại Dương
1137,W00546.mp4,che chở
1138,W00547.mp4,che phủ
1139,W00548.mp4,chè đỗ đỏ
1140,W00550.mp4,chém
1141,W00551.mp4,chen lấn
1142,W00552.mp4,chèn ép
1143,W00553.mp4,chén
1144,W00555.mp4,chép bài
1145,W00559.mp4,tạo thành
1146,W00564.mp4,chỉ
1147,W00565.mp4,chỉ dẫn
1148,W00567.mp4,chỉ huy
1149,W00568.mp4,chỉ khâu
1150,W00570B.mp4,chị
1151,W00570N.mp4,chị
1152,W00571B.mp4,chị chồng
1153,W00571N.mp4,chị chồng
1154,W00572.mp4,chị dâu
1155,W00573.mp4,Chi-lê (nước Chi-lê)
1156,W00575B.mp4,chia
1157,W00575N.mp4,chia
1158,W00575T.mp4,chia
1159,W00578.mp4,chia đều
1160,W00579.mp4,chia hết
1161,W00580.mp4,chia phần
1162,W00581.mp4,chia sẻ
1163,W00582.mp4,chia tay
1164,W00583.mp4,chìa khóa
1165,W00584B.mp4,chiếc gối
1166,W00584N.mp4,chiếc gối
1167,W00585.mp4,chiếm đoạt
1168,W00590.mp4,sĩ quan
1169,W00591.mp4,chiến thắng
1170,W00593.mp4,chiêng
1171,W00594.mp4,chiều cao
1172,W00595.mp4,chiều dài
1173,W00596.mp4,chiều rộng
1174,W00597.mp4,chiều tối
1175,W00598.mp4,chiếu
1176,W00598T.mp4,chiếu
1177,W00599.mp4,chiếu phim
1178,W00601.mp4,cá mập
1179,W00602.mp4,chim bồ câu
1180,W00603.mp4,chim chào mào
1181,W00604.mp4,chim chích chòe
1182,W00605.mp4,chim chóc
1183,W00606.mp4,chim đại bàng
1184,W00608.mp4,chim gõ kiến
1185,W00610.mp4,chim sâu
1186,W00611.mp4,chim sẻ
1187,W00612.mp4,chim sơn ca
1188,W00614.mp4,chim yến
1189,W00615.mp4,chỉnh sửa
1190,W00616.mp4,chín
1191,W00617T.mp4,chính phủ
1192,W00619.mp4,chính tả
1193,W00620B.mp4,chính xác
1194,W00620N.mp4,chính xác
1195,W00620T.mp4,chính xác
1196,W00623.mp4,chó sói
1197,W00624.mp4,chó xù
1198,W00625.mp4,chọi gà
1199,W00626.mp4,chọi trâu
1200,W00628.mp4,chọn lọc
1201,W00629.mp4,chọn lựa
1202,W00630.mp4,chong chóng
1203,W00633B.mp4,chống đối
1204,W00633N.mp4,chống đối
1205,W00633T.mp4,chống đối
1206,W00634.mp4,chợ Bến Thành
1207,W00635.mp4,chợ nổi
1208,W00636.mp4,chợ nổi Cái Bè
1209,W00637.mp4,chợ nổi Cái Răng
1210,W00639B.mp4,chơi
1211,W00639T.mp4,chơi
1212,W00642.mp4,chủ đề
1213,W00644.mp4,chủ động
1214,W00645.mp4,chủ nghĩa xã hội
1215,W00646.mp4,chủ ngữ
1216,W00647.mp4,chủ nhiệm
1217,W00648.mp4,nước tới chân mới nhảy
1218,W00649B.mp4,chủ tịch
1219,W00649N.mp4,chủ tịch
1220,W00649T.mp4,chủ tịch
1221,W00650.mp4,chú hề
1222,W00651.mp4,chú rể
1223,W00652.mp4,chú tễu
1224,W00653.mp4,thích nghi
1225,W00654.mp4,chú ý
1226,W00655B.mp4,chùa
1227,W00655N.mp4,chùa
1228,W00655T.mp4,chùa
1229,W00657.mp4,chùa Hương
1230,W00658.mp4,chùa Một Cột
1231,W00662B.mp4,chuẩn bị
1232,W00662N.mp4,chuẩn bị
1233,W00662T.mp4,chuẩn bị
1234,W00663B.mp4,chúc mừng
1235,W00664B.mp4,chúc tết
1236,W00664N.mp4,chúc tết
1237,W00664T.mp4,chúc tết
1238,W00665B.mp4,chúc thọ
1239,W00665N.mp4,chúc thọ
1240,W00665T.mp4,chúc thọ
1241,W00666.mp4,chục
1242,W00667.mp4,chục nghìn
1243,W00668.mp4,chục triệu
1244,W00669.mp4,chui
1245,W00671.mp4,chúi đầu
1246,W00672.mp4,chum
1247,W00673.mp4,chùm hoa
1248,W00676.mp4,chùm nho
1249,W00677.mp4,chùm vải
1250,W00678.mp4,chung kết
1251,W00679.mp4,chuỗi hạt
1252,W00683.mp4,chuông
1253,W00684.mp4,chuông nhà
1254,W00685.mp4,chuồng
1255,W00686.mp4,chuột quang
1256,W00687.mp4,chụp ảnh
1257,W00688.mp4,chụp đèn
1258,W00689.mp4,chuyên biệt
1259,W00690.mp4,chuyên cần
1260,W00691B.mp4,chuyên gia
1261,W00691N.mp4,chuyên gia
1262,W00691T.mp4,chuyên gia
1263,W00693.mp4,chim chuyền cành
1264,W00694.mp4,chuyển đồ
1265,W00696.mp4,chuyển đổi số đo
1266,W00697.mp4,chuyển động
1267,W00698.mp4,chuyển động đều
1268,W00699.mp4,chuyển động quay
1269,W00701.mp4,chuyển hướng
1270,W00702.mp4,chuyển vế
1271,W00703.mp4,chuyện trò
1272,W00706.mp4,chữ hoa
1273,W00707.mp4,chữ viết
1274,W00708B.mp4,chữa bài
1275,W00708N.mp4,chữa bài
1276,W00708T.mp4,chữa bài
1277,W00709.mp4,chữa cháy
1278,W00712.mp4,chứng kiến
1279,W00713.mp4,chương trình
1280,W00714.mp4,chữ
1281,W00716.mp4,chữa bệnh
1282,W00718.mp4,chứng cớ
1283,W00719.mp4,chứng minh
1284,W00721.mp4,co dãn
1285,W00722.mp4,co giật
1286,W00724.mp4,cỏ may
1287,W00726.mp4,có ích
1288,W00728.mp4,trọng nam khinh nữ
1289,W00729.mp4,còi
1290,W00730.mp4,còi xương
1291,W00731.mp4,coi thường
1292,W00732.mp4,máy vi tính
1293,W00733.mp4,con ba ba
1294,W00734B.mp4,con bê
1295,W00734N.mp4,con bê
1296,W00734T.mp4,con bê
1297,W00735T.mp4,con bò
1298,W00736.mp4,con bướm
1299,W00737B.mp4,con cá
1300,W00737N.mp4,con cá
1301,W00737T.mp4,con cá
1302,W00738.mp4,con chim
1303,W00739B.mp4,con chó
1304,W00739N.mp4,con chó
1305,W00739T.mp4,con chó
1306,W00740.mp4,con chồn
1307,W00741.mp4,con chuồn chuồn
1308,W00742B.mp4,con chuột
1309,W00742N.mp4,con chuột
1310,W00742T.mp4,con chuột
1311,W00743.mp4,con chuột nhắt
1312,W00745.mp4,con cò
1313,W00746.mp4,con cóc
1314,W00747B.mp4,con cọp
1315,W00747N.mp4,con cọp
1316,W00747T.mp4,con cọp
1317,W00748.mp4,con công
1318,W00749.mp4,con cua
1319,W00750.mp4,con cú mèo
1320,W00751.mp4,con cừu
1321,W00752.mp4,con dâu
1322,W00753.mp4,con dê
1323,W00754.mp4,con dế
1324,W00755.mp4,con đẻ
1325,W00757.mp4,con đường
1326,W00758B.mp4,con ếch
1327,W00758N.mp4,con ếch
1328,W00758T.mp4,con ếch
1329,W00759.mp4,con gà
1330,W00760.mp4,con gái
1331,W00761.mp4,con gấu
1332,W00762.mp4,con ghẹ
1333,W00763.mp4,con gián
1334,W00764.mp4,con hoẵng
1335,W00766.mp4,con hươu
1336,W00767.mp4,con khỉ
1337,W00768B.mp4,con kiến
1338,W00768N.mp4,con kiến
1339,W00770B.mp4,con lợn (con heo)
1340,W00770N.mp4,con lợn (con heo)
1341,W00770T.mp4,con lợn (con heo)
1342,W00771.mp4,con lươn
1343,W00772B.mp4,con mèo
1344,W00772N.mp4,con mèo
1345,W00772T.mp4,con mèo
1346,W00773B.mp4,con muỗi
1347,W00773N.mp4,con muỗi
1348,W00773T.mp4,con muỗi
1349,W00774.mp4,con mực
1350,W00775.mp4,con nai
1351,W00777B.mp4,con người
1352,W00777N.mp4,con người
1353,W00778B.mp4,con ngựa
1354,W00778N.mp4,con ngựa
1355,W00778T.mp4,con ngựa
1356,W00779.mp4,con nhím
1357,W00780B.mp4,con nuôi
1358,W00780N.mp4,con nuôi
1359,W00780T.mp4,con nuôi
1360,W00781N.mp4,con ong
1361,W00781T.mp4,con ong
1362,W00782.mp4,con ốc
1363,W00783.mp4,con quạ
1364,W00784.mp4,con rắn
1365,W00785.mp4,con rối
1366,W00786.mp4,con ruồi
1367,W00789.mp4,con sò
1368,W00790.mp4,con sóc
1369,W00791.mp4,con sói
1370,W00792.mp4,con sông
1371,W00794N.mp4,con sư tử
1372,W00794T.mp4,con sư tử
1373,W00796.mp4,con thỏ
1374,W00797B.mp4,con tôm
1375,W00797T.mp4,con tôm
1376,W00798.mp4,con trai (động vật)
1377,W00799.mp4,con trăn
1378,W00800.mp4,con trỏ
1379,W00801.mp4,con vẹt
1380,W00802.mp4,con vịt
1381,W00803B.mp4,con voi
1382,W00803N.mp4,con voi
1383,W00803T.mp4,con voi
1384,W00804.mp4,cong
1385,W00805.mp4,còng (cái còng)
1386,W00806.mp4,còng
1387,W00807.mp4,cõng
1388,W00809.mp4,cô dâu
1389,W00811.mp4,cô đơn
1390,W00812B.mp4,cô giáo
1391,W00812N.mp4,cô giáo
1392,W00812T.mp4,cô giáo
1393,W00814.mp4,cổ
1394,W00815.mp4,cổ áo
1395,W00816.mp4,cổ chân
1396,W00817.mp4,cổ đại
1397,W00818.mp4,cổ họng
1398,W00820N.mp4,cố gắng
1399,W00820T.mp4,cố gắng
1400,W00822.mp4,cổ tay
1401,W00823.mp4,cổ truyền
1402,W00824.mp4,cổ vũ
1403,W00825N.mp4,cổng trường
1404,W00825T.mp4,cổng trường
1405,W00826.mp4,cỗ
1406,W00827.mp4,cố định
1407,W00829.mp4,Cô-lôm-bi-a (nước Cô-lôm-bi-a)
1408,W00831.mp4,cố ý (như cố tình)
1409,W00833.mp4,cối giã
1410,W00834.mp4,cối xay gió
1411,W00835.mp4,cối xay lúa
1412,W00836.mp4,cốm
1413,W00838.mp4,công bằng
1414,W00839.mp4,công chúa
1415,W00840.mp4,công cộng
1416,W00841.mp4,công cụ
1417,W00843.mp4,công nhận
1418,W00844.mp4,công sức
1419,W00846.mp4,công thức
1420,W00849.mp4,công ước
1421,W00850B.mp4,công viên
1422,W00850N.mp4,công viên
1423,W00850T.mp4,công viên
1424,W00851.mp4,công việc
1425,W00852.mp4,Paris
1426,W00854.mp4,cổng
1427,W00856.mp4,cống
1428,W00857B.mp4,cộng (Toán học)
1429,W00857N.mp4,cộng (Toán học)
1430,W00857T.mp4,cộng (Toán học)
1431,W00859.mp4,cốp xe
1432,W00861.mp4,cột
1433,W00862.mp4,cột đèn
1434,W00863B.mp4,cột điện
1435,W00863N.mp4,cột điện
1436,W00863T.mp4,cột điện
1437,W00866.mp4,cột sống
1438,W00867.mp4,cơ bắp
1439,W00868B.mp4,cơ hội
1440,W00868T.mp4,cơ hội
1441,W00870.mp4,cơ quan
1442,W00871.mp4,cơ sở
1443,W00872.mp4,cơ thể
1444,W00876.mp4,cởi áo
1445,W00877.mp4,cơm hộp
1446,W00878.mp4,cờ
1447,W00883.mp4,cởi mở
1448,W00884.mp4,cơm
1449,W00885B.mp4,cơm bình dân
1450,W00885N.mp4,cơm bình dân
1451,W00889.mp4,củ đậu
1452,W00890.mp4,củ khoai lang
1453,W00892.mp4,củ từ
1454,W00893.mp4,cụ thể
1455,W00894.mp4,cúc áo
1456,W00895.mp4,cúi
1457,W00899.mp4,cuống hoa
1458,W00900.mp4,cù
1459,W00901.mp4,củ cà rốt
1460,W00903.mp4,củ gừng
1461,W00904.mp4,củ hành tây
1462,W00905.mp4,củ khoai tây
1463,W00906.mp4,củ nghệ
1464,W00907.mp4,củ su hào
1465,W00910.mp4,cụ
1466,W00911.mp4,cụ đồ
1467,W00912.mp4,cụ già
1468,W00915.mp4,cùi chỏ
1469,W00916.mp4,củi
1470,W00922.mp4,cuộc đời
1471,W00923.mp4,cuộc sống
1472,W00924.mp4,cuốn
1473,W00929.mp4,cử chỉ điệu bộ
1474,W00930.mp4,cử động
1475,W00931.mp4,cưa (cái cưa)
1476,W00932.mp4,cưa
1477,W00935B.mp4,cửa hàng
1478,W00935T.mp4,cửa hàng
1479,W00936.mp4,cửa khẩu
1480,W00939.mp4,cửa sổ
1481,W00941.mp4,cưỡi ngựa
1482,W00942.mp4,yên ngựa
1483,W00943B.mp4,cướp
1484,W00943N.mp4,cướp
1485,W00943T.mp4,cướp
1486,W00944.mp4,cướp biển
1487,W00945.mp4,cướp cờ
1488,W00946.mp4,cướp giật
1489,W00947.mp4,cứu
1490,W00948.mp4,cứu hộ
1491,W00951.mp4,dai
1492,W00952.mp4,dài
1493,W00953.mp4,dài hạn
1494,W00954.mp4,dài hơn
1495,W00958.mp4,dải phân cách
1496,W00959.mp4,dàn bài
1497,W00960.mp4,dàn nhạc
1498,W00963.mp4,danh bạ
1499,W00964.mp4,danh dự
1500,W00965.mp4,danh hiệu
1501,W00966.mp4,danh lam thắng cảnh
1502,W00967.mp4,danh mục
1503,W00968.mp4,danh nhân
1504,W00969.mp4,danh sách
1505,W00970.mp4,danh từ
1506,W00971.mp4,danh từ riêng
1507,W00972.mp4,dán
1508,W00973.mp4,dao
1509,W00976.mp4,dãy núi
1510,W00975.mp4,dãy nhà
1511,W00978.mp4,dãy số liệu
1512,W00977.mp4,dãy số
1513,W00979.mp4,dạy
1514,W00980.mp4,dặn dò
1515,W00982.mp4,dân ca
1516,W00983.mp4,dân chài
1517,W00985.mp4,gian lận
1518,W00987.mp4,dân số
1519,W00988B.mp4,dân tộc
1520,W00988T.mp4,dân tộc
1521,W00989B.mp4,dân tộc thiểu số
1522,W00989N.mp4,dân tộc thiểu số
1523,W00989T.mp4,dân tộc thiểu số
1524,W00990.mp4,dẫn chương trình
1525,W00991.mp4,dẫn chứng
1526,W00992.mp4,dập
1527,W00994.mp4,dầu gội đầu
1528,W00995.mp4,dầu hoả
1529,W00996.mp4,dầu khí
1530,W00997.mp4,dầu mỏ
1531,W00998.mp4,dấu bằng
1532,W01001.mp4,dấu chấm
1533,W01002.mp4,dấu chấm hỏi
1534,W01003.mp4,dấu chấm than
1535,W01004.mp4,dấu chia
1536,W01005.mp4,dấu gạch ngang
1537,W01006.mp4,dấu hai chấm
1538,W01008.mp4,bắt buộc
1539,W01009.mp4,dấu ngoặc đơn
1540,W01010.mp4,dấu nhân
1541,W01011.mp4,dấu phẩy
1542,W01014.mp4,dây buộc tóc
1543,W01016B.mp4,dây điện
1544,W01016N.mp4,dây điện
1545,W01017.mp4,dây thần kinh
1546,W01018.mp4,dây thừng
1547,W01021.mp4,dẻo
1548,W01022B.mp4,dép quai hậu
1549,W01022T.mp4,dép quai hậu
1550,W01022N.mp4,dép quai hậu
1551,W01025.mp4,dê mẹ
1552,W01024.mp4,dê con
1553,W01026.mp4,dễ chịu
1554,W01027.mp4,dễ thương
1555,W01028.mp4,dệt
1556,W01032B.mp4,di truyền
1557,W01032N.mp4,di truyền
1558,W01032T.mp4,di truyền
1559,W01033B.mp4,dịch vụ
1560,W01033N.mp4,dịch vụ
1561,W01033T.mp4,dịch vụ
1562,W01034.mp4,diêm
1563,W01035.mp4,kịch
1564,W01036.mp4,kịch câm
1565,W01039.mp4,diện tích
1566,W01041.mp4,diện tích xung quanh
1567,W01043.mp4,xịt côn trùng
1568,W01044.mp4,diều
1569,W01046.mp4,Dinh Độc Lập
1570,W01050.mp4,hăm dọa
1571,W01051.mp4,doanh nghiệp
1572,W01053.mp4,doanh trại
1573,W01054.mp4,dọc
1574,W01055.mp4,dòng chữ
1575,W01056.mp4,dòng họ
1576,W01058.mp4,dòng sông
